bin,CYCLE_NUMBER,PRES_ADJUSTED,LATITUDE,LONGITUDE,TIME,MLD_DEPTH,CONSISTENT_ANOM,WMO
9,237,340,13.885348333333333,-115.42586666666666,2020-01-30,46.52000045776367,NA,3901531
14,248,540,12.460805,-113.98925666666666,2020-03-25,60.31999969482422,NA,3901531
11,249,420,12.471475,-114.03619166666667,2020-03-30,63.29999923706055,NA,3901531
6,263,220,12.032883333333332,-113.83659,2020-06-08,81.80000305175781,NA,3901531
6,264,220,11.872123333333333,-113.973915,2020-06-13,80.80000305175781,NA,3901531
7,298,260,10.529985,-110.77695666666666,2020-11-30,28.600000381469727,NA,3901531
8,306,300,10.61215,-109.87945333333333,2021-01-09,33.599998474121094,NA,3901531
6,311,220,10.73061,-109.49256333333334,2021-02-03,64.220001220703125,NA,3901531
9,314,340,11.095,-108.91887666666666,2021-02-18,85.91999816894531,NA,3901531
11,327,420,10.057523333333334,-108.45163666666667,2021-04-24,69.80000305175781,NA,3901531
11,328,420,10.380615,-108.40168666666666,2021-04-29,67.81999969482422,NA,3901531
8,334,300,11.24493,-108.47833666666666,2021-05-29,61.80000305175781,NA,3901531
6,88,220,30.66254,-27.403708333333334,2014-12-12,122,NA,6901152
6,118,220,29.62687,-23.716953333333333,2015-05-11,29.31999969482422,NA,6901152
6,124,220,31.194268333333333,-23.79056,2015-06-10,52.30000305175781,NA,6901152
7,127,260,31.003966666666667,-23.638645,2015-06-13,51.89999771118164,NA,6901152
7,128,260,30.904785,-23.635865,2015-06-14,58.099998474121094,NA,6901152
7,131,260,30.622863333333335,-23.747276666666668,2015-06-17,64,NA,6901152
7,204,260,30.375455,-26.243336666666668,2015-08-29,31.80000114440918,NA,6901152
7,98,260,15.63224,-28.588385,2015-12-16,46.720001220703125,NA,6901174
15,111,580,14.679351666666667,-28.502571666666668,2016-02-19,43.220001220703125,NA,6901174
8,120,300,14.912543333333334,-28.137775,2016-04-04,56.400001525878906,NA,6901174
6,123,220,14.77213,-28.394088333333332,2016-04-19,53.119998931884766,NA,6901174
7,123,260,14.77213,-28.394088333333332,2016-04-19,53.119998931884766,NA,6901174
10,149,380,14.615841666666666,-29.141376666666666,2016-08-27,48.81999969482422,NA,6901174
7,163,260,15.08677,-28.92043333333333,2016-11-01,39.41999816894531,NA,6901174
9,167,340,15.152445,-28.50069166666667,2016-11-21,45.91999816894531,NA,6901174
12,190,460,14.904718333333333,-28.458585,2017-03-16,70.4000015258789,NA,6901174
7,193,260,14.738,-28.413993333333334,2017-03-31,75.220001220703125,NA,6901174
7,1,220,-48.785227500000005,72.34614583333334,2023-02-12,80.80500030517578,0,1902593
7,2,220,-48.7489415,72.33322383333334,2023-02-13,108.46149444580078,0,1902593
8,5,260,-48.6234335,72.14856833333333,2023-02-20,100.8501968383789,1,1902593
16,5,580,-48.6234335,72.14856833333333,2023-02-20,100.8501968383789,0,1902593
11,6,420,-48.35800299999999,71.98364683333332,2023-03-02,92.09477996826172,0,1902593
6,7,220,-48.1876585,73.10750716666666,2023-03-12,78.4732894897461,0,1902593
11,7,420,-48.1876585,73.10750716666666,2023-03-12,78.4732894897461,0,1902593
17,8,660,-48.4135965,73.351938,2023-03-22,66.75545501708984,0,1902593
7,10,220,-48.253393499999994,73.56377483333334,2023-04-11,86.84078216552734,0,1902593
7,11,260,-48.17300716666667,74.089777,2023-04-21,95.72515869140625,0,1902593
6,12,220,-48.74772483333333,74.10736133333333,2023-05-01,56.80999755859375,0,1902593
7,12,260,-48.74772483333333,74.10736133333333,2023-05-01,56.80999755859375,0,1902593
11,12,420,-48.74772483333333,74.10736133333333,2023-05-01,56.80999755859375,0,1902593
8,13,300,-48.95100600000001,73.14036850000001,2023-05-11,96.69880676269531,1,1902593
9,13,340,-48.95100600000001,73.14036850000001,2023-05-11,96.69880676269531,1,1902593
8,14,300,-48.98344083333333,73.089838,2023-05-21,108.42101287841797,1,1902593
12,14,460,-48.98344083333333,73.089838,2023-05-21,108.42101287841797,0,1902593
7,15,220,-49.10672683333334,73.01031616666667,2023-05-31,114.15492248535156,1,1902593
7,21,220,-48.2073295,75.40187066666667,2023-07-30,143.5603485107422,1,1902593
8,21,260,-48.2073295,75.40187066666667,2023-07-30,143.5603485107422,1,1902593
14,21,500,-48.2073295,75.40187066666667,2023-07-30,143.5603485107422,0,1902593
17,21,620,-48.2073295,75.40187066666667,2023-07-30,143.5603485107422,0,1902593
18,21,660,-48.2073295,75.40187066666667,2023-07-30,143.5603485107422,0,1902593
8,23,260,-48.75752216666667,76.3010795,2023-08-19,182.99468994140625,1,1902593
9,23,300,-48.75752216666667,76.3010795,2023-08-19,182.99468994140625,1,1902593
10,24,380,-48.81607999999999,76.5323705,2023-08-29,234.314697265625,1,1902593
8,25,300,-49.509820833333336,77.5754115,2023-09-08,118.4661865234375,1,1902593
15,25,580,-49.509820833333336,77.5754115,2023-09-08,118.4661865234375,0,1902593
10,26,380,-49.40669966666666,78.2645275,2023-09-18,188.0969696044922,1,1902593
9,27,340,-50.201053833333326,78.57153533333333,2023-09-28,183.84837341308594,1,1902593
9,28,340,-50.895616000000004,78.5935465,2023-10-08,255.02427673339844,1,1902593
8,29,300,-51.04026999999999,79.23781583333333,2023-10-18,173.76136779785156,1,1902593
17,31,620,-52.11246933333334,81.53299483333333,2023-11-07,118.96499633789062,0,1902593
6,33,220,-52.86834333333333,82.49683216666666,2023-11-27,105.00609588623047,1,1902593
8,34,260,-52.82174966666666,86.594218,2023-12-07,111.87736511230469,1,1902593
11,34,380,-52.82174966666666,86.594218,2023-12-07,111.87736511230469,0,1902593
15,34,540,-52.82174966666666,86.594218,2023-12-07,111.87736511230469,0,1902593
18,34,660,-52.82174966666666,86.594218,2023-12-07,111.87736511230469,0,1902593
6,35,220,-52.326438666666675,86.80486199999999,2023-12-17,111.94844818115234,1,1902593
7,35,260,-52.326438666666675,86.80486199999999,2023-12-17,111.94844818115234,1,1902593
6,36,220,-52.755496166666674,86.627047,2023-12-27,92.34709167480469,1,1902593
6,37,220,-53.06980166666667,86.23190000000001,2024-01-06,94.62604522705078,1,1902593
7,37,260,-53.06980166666667,86.23190000000001,2024-01-06,94.62604522705078,1,1902593
14,38,540,-52.96140066666667,83.69892066666668,2024-01-16,70.20999908447266,0,1902593
7,39,220,-51.96729083333333,86.70298900000002,2024-01-26,67.861785888671875,0,1902593
17,39,620,-51.96729083333333,86.70298900000002,2024-01-26,67.861785888671875,0,1902593
7,43,220,-51.51031133333333,89.46041516666668,2024-03-06,134.38011169433594,0,1902593
6,44,220,-52.45085783333334,89.403527,2024-03-16,122.211669921875,1,1902593
6,46,220,-50.86026449999999,89.45137866666667,2024-04-05,86.43968200683594,0,1902593
7,46,260,-50.86026449999999,89.45137866666667,2024-04-05,86.43968200683594,0,1902593
12,46,460,-50.86026449999999,89.45137866666667,2024-04-05,86.43968200683594,0,1902593
8,47,300,-50.34017683333333,93.10430766666666,2024-04-15,152.27999877929688,0,1902593
12,47,460,-50.34017683333333,93.10430766666666,2024-04-15,152.27999877929688,1,1902593
6,48,220,-50.68774416666667,92.98202699999999,2024-04-25,131.5503387451172,0,1902593
7,48,260,-50.68774416666667,92.98202699999999,2024-04-25,131.5503387451172,1,1902593
9,48,340,-50.68774416666667,92.98202699999999,2024-04-25,131.5503387451172,0,1902593
13,48,500,-50.68774416666667,92.98202699999999,2024-04-25,131.5503387451172,1,1902593
10,49,380,-51.987494500000004,92.73728616666668,2024-05-05,112.37755584716797,0,1902593
11,49,420,-51.987494500000004,92.73728616666668,2024-05-05,112.37755584716797,0,1902593
14,49,540,-51.987494500000004,92.73728616666668,2024-05-05,112.37755584716797,0,1902593
8,50,300,-53.41230483333334,93.46497283333335,2024-05-15,147.4473114013672,1,1902593
9,50,340,-53.41230483333334,93.46497283333335,2024-05-15,147.4473114013672,1,1902593
6,51,220,-52.21354233333333,94.31016416666668,2024-05-25,117.96746826171875,NA,1902593
9,51,340,-52.21354233333333,94.31016416666668,2024-05-25,117.96746826171875,NA,1902593
7,52,220,-51.18110183333333,92.37709983333335,2024-06-04,142.51950073242188,1,1902593
10,52,340,-51.18110183333333,92.37709983333335,2024-06-04,142.51950073242188,0,1902593
7,53,260,-50.872047499999994,92.62599816666668,2024-06-14,164.43666076660156,0,1902593
8,53,300,-50.872047499999994,92.62599816666668,2024-06-14,164.43666076660156,1,1902593
14,53,540,-50.872047499999994,92.62599816666668,2024-06-14,164.43666076660156,1,1902593
12,54,460,-49.80592016666666,95.54222999999999,2024-06-24,178.32534790039062,1,1902593
7,55,260,-49.44930916666667,98.11939499999998,2024-07-04,114.98257446289062,1,1902593
8,55,300,-49.44930916666667,98.11939499999998,2024-07-04,114.98257446289062,1,1902593
13,55,500,-49.44930916666667,98.11939499999998,2024-07-04,114.98257446289062,1,1902593
14,55,540,-49.44930916666667,98.11939499999998,2024-07-04,114.98257446289062,1,1902593
14,56,540,-49.766396333333326,99.25561783333333,2024-07-14,172.94786071777344,1,1902593
8,57,300,-49.86338116666668,99.36961850000002,2024-07-24,167.7205810546875,1,1902593
9,57,340,-49.86338116666668,99.36961850000002,2024-07-24,167.7205810546875,1,1902593
12,57,460,-49.86338116666668,99.36961850000002,2024-07-24,167.7205810546875,1,1902593
15,57,580,-49.86338116666668,99.36961850000002,2024-07-24,167.7205810546875,0,1902593
8,2,260,67.24402,-4.038706666666666,2023-05-25,125.31999969482422,NA,1902602
9,2,300,67.24402,-4.038706666666666,2023-05-25,125.31999969482422,NA,1902602
10,2,340,67.24402,-4.038706666666666,2023-05-25,125.31999969482422,NA,1902602
7,3,220,67.16848833333333,-3.8867616666666667,2023-05-30,128.51998901367188,NA,1902602
8,3,260,67.16848833333333,-3.8867616666666667,2023-05-30,128.51998901367188,NA,1902602
6,4,220,67.16639666666667,-3.7859949999999998,2023-06-04,102.41999816894531,NA,1902602
7,4,260,67.16639666666667,-3.7859949999999998,2023-06-04,102.41999816894531,NA,1902602
8,4,300,67.16639666666667,-3.7859949999999998,2023-06-04,102.41999816894531,NA,1902602
7,5,260,67.18949166666667,-3.5583616666666664,2023-06-09,97.0999984741211,NA,1902602
8,5,300,67.18949166666667,-3.5583616666666664,2023-06-09,97.0999984741211,NA,1902602
7,6,220,67.24418666666666,-3.187195,2023-06-14,36.39999771118164,NA,1902602
7,7,220,67.315985,-3.0775916666666667,2023-06-19,5.099999904632568,NA,1902602
7,8,220,67.36455833333333,-3.0980216666666665,2023-06-24,13.719999313354492,NA,1902602
7,9,220,67.39883666666667,-3.0596466666666666,2023-06-29,18.799999237060547,NA,1902602
7,10,220,67.424355,-2.9168483333333333,2023-07-04,34.20000076293945,NA,1902602
8,10,260,67.424355,-2.9168483333333333,2023-07-04,34.20000076293945,NA,1902602
6,11,220,67.43616333333334,-2.796965,2023-07-09,19.600000381469727,NA,1902602
7,12,220,67.48097166666666,-2.6020916666666665,2023-07-14,34.119998931884766,NA,1902602
8,13,260,67.60980666666667,-2.5965066666666665,2023-07-19,28.200000762939453,NA,1902602
9,13,300,67.60980666666667,-2.5965066666666665,2023-07-19,28.200000762939453,NA,1902602
7,14,220,67.77603666666667,-2.7299066666666665,2023-07-24,22.81999969482422,NA,1902602
8,14,260,67.77603666666667,-2.7299066666666665,2023-07-24,22.81999969482422,NA,1902602
7,15,220,67.87764333333334,-2.8636850000000003,2023-07-29,23.31999969482422,NA,1902602
7,16,220,67.89681333333333,-2.9963216666666668,2023-08-03,21.5,NA,1902602
8,16,260,67.89681333333333,-2.9963216666666668,2023-08-03,21.5,NA,1902602
6,19,220,67.868215,-2.9853216666666667,2023-08-18,34.599998474121094,NA,1902602
7,19,260,67.868215,-2.9853216666666667,2023-08-18,34.599998474121094,NA,1902602
8,19,300,67.868215,-2.9853216666666667,2023-08-18,34.599998474121094,NA,1902602
8,21,260,67.90701333333334,-2.8246166666666666,2023-08-28,35.900001525878906,NA,1902602
7,22,220,67.9478,-2.7244266666666666,2023-09-02,32.619998931884766,NA,1902602
7,23,220,67.95949333333333,-2.6785816666666666,2023-09-07,38.81999969482422,NA,1902602
8,23,260,67.95949333333333,-2.6785816666666666,2023-09-07,38.81999969482422,NA,1902602
7,24,220,67.95594833333334,-2.492863333333333,2023-09-12,39.30000305175781,NA,1902602
10,24,340,67.95594833333334,-2.492863333333333,2023-09-12,39.30000305175781,NA,1902602
11,24,380,67.95594833333334,-2.492863333333333,2023-09-12,39.30000305175781,NA,1902602
12,24,420,67.95594833333334,-2.492863333333333,2023-09-12,39.30000305175781,NA,1902602
7,25,220,67.883705,-2.36291,2023-09-17,44.5,NA,1902602
8,25,260,67.883705,-2.36291,2023-09-17,44.5,NA,1902602
9,25,300,67.883705,-2.36291,2023-09-17,44.5,NA,1902602
13,25,460,67.883705,-2.36291,2023-09-17,44.5,NA,1902602
7,26,220,67.74793166666667,-2.464401666666667,2023-09-22,54.31999969482422,NA,1902602
8,26,260,67.74793166666667,-2.464401666666667,2023-09-22,54.31999969482422,NA,1902602
9,26,300,67.74793166666667,-2.464401666666667,2023-09-22,54.31999969482422,NA,1902602
10,26,340,67.74793166666667,-2.464401666666667,2023-09-22,54.31999969482422,NA,1902602
11,26,380,67.74793166666667,-2.464401666666667,2023-09-22,54.31999969482422,NA,1902602
7,27,220,67.71941833333334,-2.5825,2023-09-27,48,NA,1902602
9,27,300,67.71941833333334,-2.5825,2023-09-27,48,NA,1902602
9,28,300,67.766385,-2.8946033333333334,2023-10-02,64.80000305175781,NA,1902602
10,28,340,67.766385,-2.8946033333333334,2023-10-02,64.80000305175781,NA,1902602
14,28,500,67.766385,-2.8946033333333334,2023-10-02,64.80000305175781,NA,1902602
9,29,340,67.856275,-3.389406666666667,2023-10-07,61.42000198364258,NA,1902602
10,29,380,67.856275,-3.389406666666667,2023-10-07,61.42000198364258,NA,1902602
11,29,420,67.856275,-3.389406666666667,2023-10-07,61.42000198364258,NA,1902602
9,30,300,67.898515,-3.6481316666666666,2023-10-12,76.720001220703125,NA,1902602
10,30,340,67.898515,-3.6481316666666666,2023-10-12,76.720001220703125,NA,1902602
11,30,380,67.898515,-3.6481316666666666,2023-10-12,76.720001220703125,NA,1902602
12,30,420,67.898515,-3.6481316666666666,2023-10-12,76.720001220703125,NA,1902602
13,30,460,67.898515,-3.6481316666666666,2023-10-12,76.720001220703125,NA,1902602
9,31,340,67.88282833333334,-3.6893516666666666,2023-10-17,87.4000015258789,NA,1902602
10,31,380,67.88282833333334,-3.6893516666666666,2023-10-17,87.4000015258789,NA,1902602
11,31,420,67.88282833333334,-3.6893516666666666,2023-10-17,87.4000015258789,NA,1902602
7,32,220,67.78074666666667,-3.7340533333333332,2023-10-22,95.62000274658203,NA,1902602
10,32,340,67.78074666666667,-3.7340533333333332,2023-10-22,95.62000274658203,NA,1902602
11,32,380,67.78074666666667,-3.7340533333333332,2023-10-22,95.62000274658203,NA,1902602
12,32,420,67.78074666666667,-3.7340533333333332,2023-10-22,95.62000274658203,NA,1902602
9,33,340,67.69154333333333,-3.6196633333333335,2023-10-27,89.9000015258789,NA,1902602
10,33,380,67.69154333333333,-3.6196633333333335,2023-10-27,89.9000015258789,NA,1902602
11,33,420,67.69154333333333,-3.6196633333333335,2023-10-27,89.9000015258789,NA,1902602
15,33,580,67.69154333333333,-3.6196633333333335,2023-10-27,89.9000015258789,NA,1902602
8,34,260,67.64186333333333,-3.6103883333333333,2023-11-01,86.0199966430664,NA,1902602
9,34,300,67.64186333333333,-3.6103883333333333,2023-11-01,86.0199966430664,NA,1902602
10,34,340,67.64186333333333,-3.6103883333333333,2023-11-01,86.0199966430664,NA,1902602
11,34,380,67.64186333333333,-3.6103883333333333,2023-11-01,86.0199966430664,NA,1902602
12,34,420,67.64186333333333,-3.6103883333333333,2023-11-01,86.0199966430664,NA,1902602
7,35,220,67.60345166666667,-3.3791416666666665,2023-11-06,91.4000015258789,NA,1902602
8,35,260,67.60345166666667,-3.3791416666666665,2023-11-06,91.4000015258789,NA,1902602
9,35,300,67.60345166666667,-3.3791416666666665,2023-11-06,91.4000015258789,NA,1902602
10,35,340,67.60345166666667,-3.3791416666666665,2023-11-06,91.4000015258789,NA,1902602
13,35,460,67.60345166666667,-3.3791416666666665,2023-11-06,91.4000015258789,NA,1902602
6,36,220,67.68433333333333,-3.2536533333333333,2023-11-11,106.91999816894531,NA,1902602
7,36,260,67.68433333333333,-3.2536533333333333,2023-11-11,106.91999816894531,NA,1902602
8,36,300,67.68433333333333,-3.2536533333333333,2023-11-11,106.91999816894531,NA,1902602
8,37,260,67.79320333333334,-3.4720683333333335,2023-11-16,106,NA,1902602
9,37,300,67.79320333333334,-3.4720683333333335,2023-11-16,106,NA,1902602
7,38,220,67.86035833333334,-3.7516016666666667,2023-11-21,90.69999694824219,NA,1902602
8,38,260,67.86035833333334,-3.7516016666666667,2023-11-21,90.69999694824219,NA,1902602
9,38,300,67.86035833333334,-3.7516016666666667,2023-11-21,90.69999694824219,NA,1902602
10,38,340,67.86035833333334,-3.7516016666666667,2023-11-21,90.69999694824219,NA,1902602
6,39,220,67.91333833333333,-4.102213333333333,2023-11-26,119.0199966430664,NA,1902602
7,39,260,67.91333833333333,-4.102213333333333,2023-11-26,119.0199966430664,NA,1902602
8,39,300,67.91333833333333,-4.102213333333333,2023-11-26,119.0199966430664,NA,1902602
7,40,260,68.00157833333333,-4.611718333333333,2023-12-01,148.40000915527344,NA,1902602
8,40,300,68.00157833333333,-4.611718333333333,2023-12-01,148.40000915527344,NA,1902602
9,41,300,67.99114833333333,-4.40813,2023-12-06,125.62000274658203,NA,1902602
10,41,340,67.99114833333333,-4.40813,2023-12-06,125.62000274658203,NA,1902602
11,41,380,67.99114833333333,-4.40813,2023-12-06,125.62000274658203,NA,1902602
13,41,460,67.99114833333333,-4.40813,2023-12-06,125.62000274658203,NA,1902602
9,42,300,67.84568166666666,-4.244318333333333,2023-12-11,116.12000274658203,NA,1902602
10,42,340,67.84568166666666,-4.244318333333333,2023-12-11,116.12000274658203,NA,1902602
11,42,380,67.84568166666666,-4.244318333333333,2023-12-11,116.12000274658203,NA,1902602
8,43,260,67.698535,-4.398278333333334,2023-12-16,151.4199981689453,NA,1902602
9,43,300,67.698535,-4.398278333333334,2023-12-16,151.4199981689453,NA,1902602
10,43,340,67.698535,-4.398278333333334,2023-12-16,151.4199981689453,NA,1902602
11,43,380,67.698535,-4.398278333333334,2023-12-16,151.4199981689453,NA,1902602
8,44,260,67.666855,-4.657511666666666,2023-12-21,147.89999389648438,NA,1902602
9,44,300,67.666855,-4.657511666666666,2023-12-21,147.89999389648438,NA,1902602
10,44,340,67.666855,-4.657511666666666,2023-12-21,147.89999389648438,NA,1902602
11,44,380,67.666855,-4.657511666666666,2023-12-21,147.89999389648438,NA,1902602
12,44,420,67.666855,-4.657511666666666,2023-12-21,147.89999389648438,NA,1902602
8,46,260,67.85703666666667,-5.059705,2023-12-31,183.22000122070312,NA,1902602
8,47,260,67.96253666666667,-4.928233333333333,2024-01-05,207.42001342773438,NA,1902602
9,47,300,67.96253666666667,-4.928233333333333,2024-01-05,207.42001342773438,NA,1902602
9,48,340,68.01260333333333,-4.302453333333333,2024-01-10,244.22000122070312,NA,1902602
11,48,420,68.01260333333333,-4.302453333333333,2024-01-10,244.22000122070312,NA,1902602
12,48,460,68.01260333333333,-4.302453333333333,2024-01-10,244.22000122070312,NA,1902602
11,49,380,68.103695,-4.10888,2024-01-15,337.1999816894531,NA,1902602
15,49,540,68.103695,-4.10888,2024-01-15,337.1999816894531,NA,1902602
9,50,300,68.247925,-4.601936666666667,2024-01-20,211.02000427246094,NA,1902602
12,50,420,68.247925,-4.601936666666667,2024-01-20,211.02000427246094,NA,1902602
13,50,460,68.247925,-4.601936666666667,2024-01-20,211.02000427246094,NA,1902602
13,51,460,68.33073666666667,-4.805526666666667,2024-01-25,226.51998901367188,NA,1902602
14,51,500,68.33073666666667,-4.805526666666667,2024-01-25,226.51998901367188,NA,1902602
15,51,540,68.33073666666667,-4.805526666666667,2024-01-25,226.51998901367188,NA,1902602
7,52,220,68.41344166666667,-4.745868333333333,2024-01-30,180.52000427246094,NA,1902602
16,52,580,68.41344166666667,-4.745868333333333,2024-01-30,180.52000427246094,NA,1902602
9,53,300,68.47372,-4.59201,2024-02-04,269.1000061035156,NA,1902602
15,53,540,68.47372,-4.59201,2024-02-04,269.1000061035156,NA,1902602
16,53,580,68.47372,-4.59201,2024-02-04,269.1000061035156,NA,1902602
13,54,460,68.53639333333334,-4.599146666666667,2024-02-09,258.3999938964844,NA,1902602
11,55,380,68.47575333333333,-4.7895900000000005,2024-02-14,235,NA,1902602
12,56,420,68.36023833333333,-4.8666833333333335,2024-02-19,241.1999969482422,NA,1902602
14,58,500,68.07992,-4.9586,2024-02-29,274.8999938964844,NA,1902602
13,59,500,68.04517333333334,-5.118235,2024-03-05,290.1000061035156,NA,1902602
14,61,500,68.14627833333333,-5.254796666666667,2024-03-15,268.1000061035156,NA,1902602
15,61,540,68.14627833333333,-5.254796666666667,2024-03-15,268.1000061035156,NA,1902602
14,62,500,67.9225,-4.990121666666667,2024-03-20,300.8999938964844,NA,1902602
12,63,460,67.731075,-4.692445,2024-03-25,227.01998901367188,NA,1902602
15,64,540,67.620885,-4.5985499999999995,2024-03-30,252.51998901367188,NA,1902602
16,64,580,67.620885,-4.5985499999999995,2024-03-30,252.51998901367188,NA,1902602
19,65,700,67.497035,-4.6837333333333335,2024-04-04,225.02000427246094,NA,1902602
16,66,580,67.34371833333333,-4.69515,2024-04-09,279.6199951171875,NA,1902602
12,68,460,67.25753666666667,-4.609118333333333,2024-04-19,237.59999084472656,NA,1902602
7,70,220,67.325015,-4.7352533333333335,2024-04-29,16.619998931884766,NA,1902602
6,71,220,67.35022833333333,-4.69709,2024-05-04,23.020000457763672,NA,1902602
7,72,220,67.32332166666667,-4.679443333333333,2024-05-09,51.81999969482422,NA,1902602
8,72,260,67.32332166666667,-4.679443333333333,2024-05-09,51.81999969482422,NA,1902602
7,73,220,67.28001166666667,-4.751861666666667,2024-05-14,47.41999816894531,NA,1902602
8,73,260,67.28001166666667,-4.751861666666667,2024-05-14,47.41999816894531,NA,1902602
17,73,620,67.28001166666667,-4.751861666666667,2024-05-14,47.41999816894531,NA,1902602
6,74,220,67.24380166666667,-4.763811666666666,2024-05-19,45.21999740600586,NA,1902602
6,75,220,67.21388,-4.7611083333333335,2024-05-24,50.900001525878906,NA,1902602
7,76,220,67.180735,-4.8549066666666665,2024-05-29,-0.20000000298023224,NA,1902602
7,77,220,67.15675,-4.86153,2024-06-03,40.31999969482422,NA,1902602
7,80,220,66.982855,-3.9498733333333336,2024-06-18,46.29999923706055,NA,1902602
17,80,620,66.982855,-3.9498733333333336,2024-06-18,46.29999923706055,NA,1902602
16,81,580,67.04591166666667,-3.7121483333333334,2024-06-23,46.91999816894531,NA,1902602
7,82,220,67.214695,-3.5560916666666667,2024-06-28,28.219999313354492,NA,1902602
16,82,580,67.214695,-3.5560916666666667,2024-06-28,28.219999313354492,NA,1902602
17,82,620,67.214695,-3.5560916666666667,2024-06-28,28.219999313354492,NA,1902602
7,83,220,67.35317666666667,-3.3834466666666665,2024-07-03,39,NA,1902602
6,84,220,67.51447833333333,-3.3280516666666666,2024-07-08,39.20000076293945,NA,1902602
8,84,300,67.51447833333333,-3.3280516666666666,2024-07-08,39.20000076293945,NA,1902602
7,85,220,67.63505,-3.1962883333333334,2024-07-13,32.720001220703125,NA,1902602
8,85,260,67.63505,-3.1962883333333334,2024-07-13,32.720001220703125,NA,1902602
7,86,220,67.782175,-3.43166,2024-07-18,34.119998931884766,NA,1902602
8,86,260,67.782175,-3.43166,2024-07-18,34.119998931884766,NA,1902602
7,87,220,67.94987333333333,-3.685121666666667,2024-07-23,22.020000457763672,NA,1902602
9,87,300,67.94987333333333,-3.685121666666667,2024-07-23,22.020000457763672,NA,1902602
7,88,220,68.15008833333333,-4.134741666666667,2024-07-28,28.81999969482422,NA,1902602
8,88,260,68.15008833333333,-4.134741666666667,2024-07-28,28.81999969482422,NA,1902602
16,3,620,-26.979298333333336,-151.15231200000002,2022-12-17,38.83727264404297,0,2903783
17,3,660,-26.979298333333336,-151.15231200000002,2022-12-17,38.83727264404297,0,2903783
15,4,580,-26.52069033333333,-151.50374216666665,2022-12-27,0.46000000834465027,0,2903783
17,5,660,-26.292857833333333,-151.9028325,2023-01-06,46.51112365722656,0,2903783
15,6,580,-26.194202000000004,-152.09076083333332,2023-01-16,56.76658630371094,0,2903783
14,7,540,-26.27288433333333,-152.22260916666667,2023-01-26,0.5699999928474426,0,2903783
15,7,580,-26.27288433333333,-152.22260916666667,2023-01-26,0.5699999928474426,0,2903783
14,10,540,-26.3912175,-152.94583583333332,2023-02-26,18.950000762939453,0,2903783
17,10,660,-26.3912175,-152.94583583333332,2023-02-26,18.950000762939453,0,2903783
15,11,580,-26.452978666666663,-153.34052766666667,2023-03-08,64.27964782714844,0,2903783
16,13,620,-27.0052405,-154.33306433333334,2023-03-28,50.98860549926758,0,2903783
16,15,620,-27.3910465,-155.01960033333336,2023-04-17,68.17705535888672,0,2903783
17,15,660,-27.3910465,-155.01960033333336,2023-04-17,68.17705535888672,0,2903783
7,18,260,-27.838898333333336,-155.4662615,2023-05-17,115.77052307128906,1,2903783
13,18,500,-27.838898333333336,-155.4662615,2023-05-17,115.77052307128906,0,2903783
14,18,540,-27.838898333333336,-155.4662615,2023-05-17,115.77052307128906,0,2903783
7,19,260,-27.895076333333336,-155.34879216666667,2023-05-27,131.8372802734375,1,2903783
14,19,540,-27.895076333333336,-155.34879216666667,2023-05-27,131.8372802734375,0,2903783
14,20,540,-27.595630833333335,-155.22654533333335,2023-06-06,134.22610473632812,0,2903783
15,20,580,-27.595630833333335,-155.22654533333335,2023-06-06,134.22610473632812,0,2903783
6,21,220,-27.100978833333336,-155.42824983333333,2023-06-16,116.70999908447266,1,2903783
13,22,500,-26.7304115,-155.87171483333336,2023-06-27,132.821533203125,0,2903783
14,22,540,-26.7304115,-155.87171483333336,2023-06-27,132.821533203125,0,2903783
18,22,700,-26.7304115,-155.87171483333336,2023-06-27,132.821533203125,0,2903783
13,23,500,-26.60922216666667,-156.27192483333334,2023-07-07,134.92477416992188,0,2903783
14,23,540,-26.60922216666667,-156.27192483333334,2023-07-07,134.92477416992188,0,2903783
15,23,580,-26.60922216666667,-156.27192483333334,2023-07-07,134.92477416992188,0,2903783
13,24,500,-26.451776666666667,-156.70046833333333,2023-07-17,135.1061248779297,0,2903783
15,24,580,-26.451776666666667,-156.70046833333333,2023-07-17,135.1061248779297,0,2903783
7,25,260,-26.37802016666667,-157.14769066666668,2023-07-27,160.7503662109375,1,2903783
14,25,540,-26.37802016666667,-157.14769066666668,2023-07-27,160.7503662109375,0,2903783
15,25,580,-26.37802016666667,-157.14769066666668,2023-07-27,160.7503662109375,0,2903783
14,26,540,-26.38357716666667,-157.76614216666667,2023-08-06,160.3925018310547,0,2903783
15,26,580,-26.38357716666667,-157.76614216666667,2023-08-06,160.3925018310547,0,2903783
14,28,540,-27.03435566666667,-158.384779,2023-08-25,148.82608032226562,0,2903783
16,28,620,-27.03435566666667,-158.384779,2023-08-25,148.82608032226562,0,2903783
14,29,540,-26.665856,-158.15577233333335,2023-09-04,168.4520721435547,0,2903783
16,29,620,-26.665856,-158.15577233333335,2023-09-04,168.4520721435547,0,2903783
7,30,260,-26.190448,-158.6135085,2023-09-14,138.53695678710938,1,2903783
14,30,540,-26.190448,-158.6135085,2023-09-14,138.53695678710938,0,2903783
13,31,500,-25.975765666666668,-159.29856016666665,2023-09-24,236.5176544189453,0,2903783
14,31,540,-25.975765666666668,-159.29856016666665,2023-09-24,236.5176544189453,0,2903783
15,31,580,-25.975765666666668,-159.29856016666665,2023-09-24,236.5176544189453,0,2903783
