WMO,Cycle,Category,CYCLE_NUMBER,LATITUDE,LONGITUDE,TIME
2903394,NA,1,19,35.809,144.949,2019-07-07
2903394,NA,2,145,36.397,168.527,2021-03-28
5904661,NA,1,135,-45.223,-30.089,2019-10-15
5904661,NA,2,137,-46.13,-29.521,2019-11-05
5904661,NA,2,51,-43.079,-55.907,2017-05-29
5904661,NA,1,116,-45.499,-50.408,2019-04-02
6902547,NA,2,128,70.55928166666666,5.56249,2015-10-10
6902547,NA,1,108,68.249665,9.451806666666666,2015-07-02
6902547,NA,2,205,68.79835087489273,-4.621042227537127,2016-03-24
5906315,NA,1,29,-50.936,-134.88,2021-10-25
4903532,NA,1,14,61.2452,-24.7846,2023-09-13
4903532,NA,1,17,61.1369,-24.8111,2023-10-13
4903532,NA,2,19,60.8784,-25.0119,2023-11-01
4903532,NA,1,25,60.6803,-24.3137,2023-12-31
2903864,NA,1,19,-47.011,111.1552,2024-09-22
6902828,NA,1,196,35.35075666666667,20.760688333333334,2017-07-23
6902828,NA,1,250,35.02822333333334,20.0616,2017-08-10
6902828,NA,2,248,35.03529476030193,20.07090380198609,2017-08-10
5904683,NA,1,133,-52.757,-145.167,2019-11-28
5904683,NA,1,143,-57.697,-125.372,2020-03-11
5904683,NA,1,139,-53.52,-132.374,2020-01-29
5904683,NA,2,63,-52.77,152.526,2017-12-04
5904683,NA,1,165,-50.033,-117.987,2020-10-23
5904683,NA,1,166,-50.059,-117.643,2020-11-03
5904683,NA,1,127,-52.676,-158.315,2019-09-27
5904683,NA,1,148,-55.08,-119.673,2020-05-01
5904683,NA,1,43,-51.366,128.07,2017-05-12
5906490,NA,1,41,-31.323,0.415,2023-04-21
7901001,NA,2,43,18.402661666666667,-21.606818333333333,2022-08-06
2903329,NA,2,37,32.717,142.07,2018-03-06
1902304,NA,1,120,49.2052,-18.5926,2023-03-08
1902304,NA,1,112,51.661,-17.449,2022-12-17
1902304,NA,1,171,60.6462,-19.5828,2024-08-08
1902304,NA,1,175,60.5466,-16.7806,2024-09-17
6903025,NA,1,205,-23.22389,178.76717333333335,2022-02-20
6903025,NA,2,14,-21.446978333333337,-175.97092,2019-11-18
6903025,NA,2,204,-23.250866666666667,178.76727666666667,2022-02-18
6903025,NA,2,13,-21.407941666666662,-175.96685166666666,2019-11-17
1902332,NA,1,162,-12.715,77.637,2021-08-07
1902332,NA,1,108,-13.513,84.633,2020-12-18
1902332,NA,1,99,-13.574,82.484,2020-11-10
1902332,NA,2,188,-13.271,78.05,2021-11-26
1902332,NA,2,41,-11.09,77.772,2020-03-07
1902332,NA,1,172,-11.732,78.499,2021-09-18
1902332,NA,2,19,-11.609,78.886,2020-01-05
1902332,NA,1,33,-10.827,77.851,2020-02-01
1902332,NA,1,22,-11.547,78.748,2020-01-08
1902332,NA,1,104,-13.264,83.656,2020-12-01
1902332,NA,1,105,-13.288,83.961,2020-12-05
1902332,NA,2,76,-12.356,79.587,2020-08-03
1902332,NA,2,138,-13.64,78.613,2021-04-26
1902332,NA,1,106,-13.331,84.243,2020-12-10
1902332,NA,1,109,-13.658,84.735,2020-12-23
1902332,NA,1,111,-13.813,84.848,2020-12-31
1902332,NA,1,153,-11.877,77.021,2021-06-29
1902332,NA,1,1,-12.028,79.912,2019-12-18
1902332,NA,1,2,-12,79.837,2019-12-19
1902332,NA,2,129,-13.131,80.14,2021-03-18
5905072,NA,2,17,-47.386,74.659,2017-05-16
5905072,NA,2,86,-53.069,153.303,2019-03-20
5905072,NA,2,103,-56.867,171.289,2019-08-27
5905072,NA,2,134,-57.798,-176.352,2020-02-26
5905072,NA,1,66,-50.54,126.561,2018-09-11
5905072,NA,1,36,-50.7,95.254,2017-11-23
5906039,NA,2,129,21.523,-154.527,2019-11-10
5906039,NA,2,231,20.796,-151.818,2020-03-10
5906039,NA,2,276,20.955,-149.884,2020-05-06
5906039,NA,2,264,21.049,-150.202,2020-04-20
5906039,NA,2,191,21.68,-151.468,2020-01-19
5906039,NA,1,199,21.283,-151.626,2020-01-29
5906039,NA,2,202,21.162,-151.644,2020-02-02
5906039,NA,1,233,20.927,-151.866,2020-03-12
5906039,NA,1,201,21.201,-151.638,2020-02-01
5906039,NA,1,229,20.692,-151.791,2020-03-07
5905103,NA,1,82,-57.666,179.435,2020-05-08
5904476,NA,2,34,-46.421,29.668,2015-11-04
5904021,NA,2,170,33.095,-128.885,2015-04-15
5904021,NA,2,1,35.147,-122.896,2012-11-18
5904021,NA,2,84,34.02,-124.777,2014-01-23
5904021,NA,2,71,33.99,-124.968,2013-11-16
5904021,NA,1,25,34.872,-121.85,2013-03-23
1902453,NA,1,42,-1.0174,76.2716,2024-07-15
1902453,NA,1,8,-0.3526,62.6307,2023-08-10
1902453,NA,1,28,-0.4002,65.9095,2024-02-26
1902453,NA,1,41,-1.3469,75.5431,2024-07-05
1902453,NA,1,9,-1.2002,63.3391,2023-08-20
1902453,NA,2,12,-1.4117,67.2685,2023-09-19
1902453,NA,1,14,-1.2552,68.5718,2023-10-09
1902453,NA,1,3,-0.8311,64.5613,2023-06-21
1902453,NA,1,30,-0.406,68.1517,2024-03-17
5906472,NA,2,57,16.8874,-153.142,2023-07-14
6901770,NA,2,10,35.55800833333333,27.58668,2015-06-11
6901770,NA,2,61,34.490925,26.05234,2016-02-21
6901770,NA,2,69,33.957193333333336,26.097285,2016-04-01
6901770,NA,2,153,34.578003333333335,26.391576666666666,2017-09-19
6901770,NA,2,150,34.55781666666667,26.37914333333333,2017-08-29
6901770,NA,2,112,33.34442,26.536076666666663,2016-12-06
5906035,NA,1,78,-40.978,36.04,2021-06-19
5906035,NA,1,127,-45.076,71.841,2022-10-23
5906035,NA,1,122,-45.227,59.54,2022-09-03
5906035,NA,1,131,-44.399,76.518,2022-12-02
5906035,NA,1,130,-45.496,75.549,2022-11-22
5906035,NA,1,81,-41.054,37.236,2021-07-19
5906035,NA,1,119,-42.435,56.37,2022-08-04
5906035,NA,1,80,-40.84,36.489,2021-07-09
5906035,NA,2,34,-38.016,26.621,2020-04-03
5906035,NA,1,63,-39.384,27.264,2021-01-19
5906035,NA,2,3,-36.188,23.407,2019-05-30
5906035,NA,1,120,-43.685,57.892,2022-08-14
5906035,NA,1,64,-39.055,26.887,2021-01-29
6901646,NA,1,16,59.749585,-38.730325,2014-07-12
6901646,NA,1,9,59.46937333333333,-38.53411666666667,2014-06-28
6901646,NA,1,21,60.49313,-37.02815666666667,2014-07-22
6901646,NA,1,14,59.62618833333333,-39.41701833333333,2014-07-08
6901646,NA,2,62,61.960593333333335,-32.131078333333335,2015-01-25
6901646,NA,2,67,62.20339666666667,-31.464205,2015-02-04
6901646,NA,1,128,63.802566666666664,-32.91579333333333,2015-10-28
6901646,NA,1,127,63.689965,-33.205776666666665,2015-10-18
6901646,NA,1,85,62.386345,-31.436273333333332,2015-03-30
6901646,NA,1,123,62.78309333333333,-32.08117333333333,2015-09-18
6901646,NA,1,204,61.062185,-37.474245,2017-02-10
6901646,NA,2,182,60.82683,-40.82087333333333,2016-08-23
5906573,NA,1,11,-12.1339,-108.3066,2023-04-05
5905197,NA,2,122,-37.9813,114.7235,2018-02-04
5905197,NA,1,140,-39.5327,116.8829,2018-03-19
5906339,NA,1,70,13.172,-58.997,2023-03-01
5906339,NA,1,66,12.311,-59.52,2023-01-20
1902455,NA,1,30,1.4127,63.8903,2024-03-17
1902455,NA,2,39,2.9465,65.8358,2024-06-16
1902455,NA,1,10,1.7061,69.0922,2023-08-31
1902455,NA,1,41,2.3417,67.2056,2024-07-06
1902455,NA,1,45,2.4899,70.0551,2024-08-15
1902455,NA,1,43,2.2444,68.3583,2024-07-26
1902455,NA,1,36,3.401,64.2329,2024-05-16
1902455,NA,1,44,1.8874,69.2189,2024-08-05
1902455,NA,1,7,1.3753,67.1556,2023-08-01
1902455,NA,1,20,2.6921,65.7695,2023-12-08
2903463,NA,2,6,3.9036,-100.2277,2023-07-16
2903463,NA,2,40,3.0472,-98.0154,2024-06-22
5905071,NA,2,50,-41.999,85.594,2019-04-20
5905071,NA,2,9,-40.427,59.238,2018-03-05
7901009,NA,2,12,25.2582,-87.1174,2023-09-27
5906444,NA,2,54,-50.521,-120.6644,2024-05-10
5906444,NA,1,12,-51.041,-154.2593,2023-03-21
5906444,NA,2,55,-50.1717,-121.3617,2024-05-20
5906444,NA,1,16,-52.2068,-154.0757,2023-04-29
5906444,NA,1,36,-51.4818,-133.3854,2023-11-14
5906444,NA,1,52,-51.1183,-121.1502,2024-04-20
5906244,NA,2,138,-30.14,-36.101,2024-01-31
5906207,NA,1,164,-51.531,141.214,2024-08-15
5906207,NA,1,165,-51.843,143.587,2024-08-25
5906207,NA,1,77,-50.014,86.115,2022-03-06
5906207,NA,1,104,-48.227,100.516,2022-12-08
5906207,NA,1,76,-51.101,85.53,2022-02-24
5906207,NA,1,80,-51.107,88.778,2022-04-06
5906207,NA,1,84,-50.416,95.206,2022-05-17
7901098,NA,1,36,6.9113,-173.1987,2024-09-23
5906213,NA,1,121,-38.77121938673004,-35.43552852278469,2023-05-02
5906293,NA,2,70,46.966,-127.122,2022-03-18
5906293,NA,2,12,45.278,-127.194,2020-11-13
5906293,NA,2,93,47.411,-126.463,2022-11-03
6901485,NA,1,31,63.88708833333333,-34.76217,2013-10-17
6901485,NA,1,27,63.792028333333334,-32.63059333333333,2013-09-17
6901485,NA,2,108,61.55552,-58.47170666666667,2015-03-06
6901485,NA,2,96,62.94955,-55.47980333333334,2014-12-06
6901485,NA,2,18,64.31282333333333,-31.689395,2013-08-03
6901485,NA,1,46,61.946275,-37.23116666666667,2014-02-24
6901485,NA,1,3,62.99895166666667,-30.141181666666668,2013-06-19
6901485,NA,1,26,63.60606333333333,-31.853358333333333,2013-09-12
6902734,NA,1,337,-46.09580666666667,97.698445,2019-09-13
6902734,NA,1,301,-50.63623,92.367645,2019-03-23
6902734,NA,1,306,-48.851281666666665,97.28845833333334,2019-04-17
6902734,NA,1,328,-46.829998333333336,97.52068666666666,2019-08-05
6902734,NA,1,217,-48.635731666666665,78.83854166666667,2018-08-16
6902734,NA,1,299,-50.954011666666666,91.46480833333334,2019-03-13
5904846,NA,1,10,-45.744,146.425,2018-04-17
5904846,NA,1,5,-47.467,144.642,2018-02-26
5904179,NA,1,1,-60.053,174.161,2014-03-27
5904179,NA,2,4,-60.941,174.719,2014-04-27
5904179,NA,2,118,-54.36,-153.328,2017-07-16
5904179,NA,2,111,-54.641,-159.571,2017-05-05
5906438,NA,1,47,41.702,-45.845,2022-08-16
5906438,NA,2,6,40.208,-63.839,2021-06-30
5906438,NA,1,79,43.264,-46.053,2023-07-04
5906438,NA,1,88,42.405,-49.022,2023-10-03
5906438,NA,1,84,43.726,-47.208,2023-08-23
5906438,NA,1,44,42.124,-46.515,2022-07-17
5903586,NA,1,168,13.176,50.639,2014-05-02
5903586,NA,2,59,18.225,57.947,2012-10-13
5903586,NA,1,125,13.441,47.538,2013-09-21
5903586,NA,1,144,13.671,49.446,2013-12-28
5903586,NA,1,118,13.586,49.047,2013-08-15
5903586,NA,1,103,15.405,53.282,2013-05-29
5903586,NA,1,49,21.094,59.983,2012-08-22
5903586,NA,1,170,13.773,50.173,2014-05-12
5903586,NA,2,67,17.144,56.608,2012-11-23
5906575,NA,1,7,-20.8931,-99.1356,2023-02-27
5906575,NA,1,24,-21.5785,-98.7139,2023-08-21
5906575,NA,2,10,-20.3667,-98.5507,2023-03-30
3902559,NA,1,15,22.8882,-158.7339,2023-06-14
3902559,NA,1,30,23.3821,-159.2158,2023-07-13
5905556,NA,1,69,-53.8801,176.17909166666666,2024-09-12
5905556,NA,1,70,-53.730691666666665,176.97866166666668,2024-09-22
3902589,NA,2,2,11.49257337329871,-23.02678898968793,2024-03-03
3902589,NA,1,16,9.956013333333336,-21.625874,2024-07-09
3902554,NA,1,37,-37.5826,39.5413,2024-09-12
3902554,NA,1,7,-34.1846,28.7673,2023-11-09
5905079,NA,1,4,-55.119,-124.105,2017-03-25
5905131,NA,1,135,-30.005,-0.91,2021-06-15
5905131,NA,1,8,-35.119,7.135,2017-12-18
5905131,NA,1,54,-36.408,5.337,2019-03-25
5905131,NA,1,53,-35.873,5.488,2019-03-15
5905131,NA,1,152,-28.611,-3.009,2021-12-02
1902454,NA,1,10,3.8498,65.7732,2023-09-01
1902454,NA,1,46,3.7193,55.7635,2024-08-26
1902454,NA,1,40,4.5614,55.9738,2024-06-27
1902454,NA,1,3,3.5362,65.7434,2023-06-23
1902454,NA,1,39,4.5369,56.5569,2024-06-17
1902454,NA,1,25,2.4554,62.2341,2024-01-29
1902454,NA,1,44,2.7287,54.496,2024-08-06
1902454,NA,1,34,3.4918,58.5797,2024-04-28
5906970,NA,2,62,-9.664146166666663,52.55625783333333,2024-05-25
5906970,NA,1,32,-9.882064833333336,57.5960145,2023-08-01
5906970,NA,1,3,-12.555617166666666,53.39893416666667,2022-10-21
5906970,NA,1,15,-10.602545999999998,54.523351166666664,2023-02-11
5906970,NA,1,49,-9.442426166666667,57.4495745,2024-01-17
5906970,NA,2,33,-10.281286,57.682833333333335,2023-08-11
5906970,NA,1,34,-10.711331166666666,57.77170183333333,2023-08-20
5906970,NA,1,36,-10.257281166666669,57.47328600000001,2023-09-09
5906970,NA,2,65,-10.682428666666665,51.406490166666664,2024-06-24
5906970,NA,1,12,-10.7333585,52.974902166666666,2023-01-12
6903825,NA,1,32,41.10160333333334,18.400411666666667,2023-05-03
5906238,NA,1,48,1.949,178.833,2021-07-16
5906238,NA,1,136,0.572,177.678,2023-12-17
5906238,NA,1,120,1.803,-176.794,2023-07-09
5906238,NA,1,53,1.372,-179.938,2021-09-04
5906238,NA,1,52,1.875,-179.581,2021-08-25
5904473,NA,1,59,-45.621,56.04,2016-09-17
5905970,NA,1,137,4.566,-169.066,2022-05-23
5905970,NA,1,14,4.940444216076973,-169.31300070094295,2018-11-28
5905970,NA,1,67,5.183,-179.765,2020-05-26
2903454,NA,1,3,-64.3101,147.1639,2023-04-22
2903454,NA,1,1,-64.1475,141.8007,2023-04-02
5905165,NA,1,12,-25.70197381395089,155.65214984149833,2016-07-12
5905165,NA,1,6,-25.7318,155.9259,2016-07-10
5905165,NA,1,3,-25.7734,155.9753,2016-07-09
3902122,NA,2,36,11.205601666666666,-27.303373333333333,2017-12-07
5906220,NA,1,73,-50.341,104.73,2022-02-01
5906220,NA,1,63,-50.307,101.846,2021-10-21
5906220,NA,1,46,-50.967,95.607,2021-04-29
5906209,NA,1,19,-44.674,72.36,2020-07-13
5906209,NA,1,12,-44.877,58.806,2020-05-02
5906209,NA,1,18,-44.469,69.85,2020-07-03
5906209,NA,1,72,-46.064,117.844,2022-01-07
5906209,NA,1,44,-46.142,84.27,2021-03-26
4903462,NA,1,9,9.355,-49.047,2023-01-24
5906226,NA,1,33,-60.151,-52.113,2020-12-26
5906226,NA,1,76,-57.092,-30.832,2022-03-18
5906226,NA,1,75,-57.404,-31.539,2022-03-07
7900561,NA,2,72,18.35198,-20.0684,2020-07-18
5905971,NA,2,145,1.288,160.099,2022-08-02
5905971,NA,1,115,1.856,159.449,2021-09-27
5905971,NA,1,137,0.409,158.837,2022-05-12
5905971,NA,1,131,0.073,159.964,2022-03-11
5905108,NA,2,25,-30.988,-178.86,2018-03-26
2902762,NA,1,129,12.322,144.348,2021-09-03
2903466,NA,1,43,0.7524,69.9036,2024-08-28
2903466,NA,1,41,0.5415,69.8136,2024-08-08
2903466,NA,1,2,0.3697,84.1009,2023-07-14
2903466,NA,1,6,1.5689,82.0844,2023-08-23
2903466,NA,2,4,1.2436,84.0185,2023-08-03
2903466,NA,1,35,0.844,71.5015,2024-06-09
2903466,NA,1,8,2.0788,81.0894,2023-09-12
5905139,NA,1,14,5.318,-122.403,2018-02-05
5905139,NA,1,13,5.212187199484212,-122.70222875680744,2018-01-26
2903866,NA,1,14,-49.691,-163.8495,2024-08-25
2903866,NA,1,15,-48.8919,-164.9454,2024-09-05
5905505,NA,1,29,-39.67734,156.14471166666667,2022-05-02
5905505,NA,2,75,-40.96724666666667,156.19912666666667,2022-07-10
5906576,NA,1,50,-19.7697,-110.6176,2024-05-17
5906576,NA,1,51,-19.5019,-110.5627,2024-05-28
5906576,NA,2,46,-19.9899,-110.4476,2024-04-06
5906576,NA,1,40,-19.7973,-110.7458,2024-02-04
5906576,NA,2,52,-19.2427,-110.3837,2024-06-07
5906576,NA,1,10,-20.5041,-111.5907,2023-04-02
5906623,NA,1,87,-49.84908516666667,142.41084533333333,2021-03-30
5906540,NA,1,54,-10.7179,46.8267,2024-04-08
5906540,NA,1,38,-9.2402,44.6128,2023-10-31
5906540,NA,1,37,-10.1613,44.7644,2023-10-22
5906540,NA,1,58,-12.2715,45.3299,2024-05-18
5906540,NA,1,64,-11.95,47.0996,2024-07-17
5906540,NA,1,46,-9.4027,48.3237,2024-01-19
5906540,NA,1,33,-9.7675,45.7182,2023-09-12
5906540,NA,1,62,-11.7293,46.6269,2024-06-27
5906540,NA,1,49,-10.6876,48.3118,2024-02-18
5906540,NA,1,30,-11.219,46.1577,2023-08-13
5906540,NA,1,5,-9.126,48.455,2022-12-06
5906540,NA,1,6,-8.996,48.208,2022-12-16
5906540,NA,2,36,-10.739,45.1818,2023-10-12
5906033,NA,2,147,-65.82,13.618,2023-04-25
5904479,NA,1,81,53.21,-15.667,2015-03-10
5904479,NA,2,46,52.475,-19.294,2014-09-07
5904479,NA,1,89,51.908,-21.111,2015-04-21
5904479,NA,1,96,53.134,-21.398,2015-06-02
5904479,NA,1,51,52.952,-15.918,2014-10-03
5904479,NA,1,30,52.898,-22.986,2014-06-15
5904479,NA,1,75,52.809,-17.639,2015-02-07
5906310,NA,1,10,-41.585,-149.849,2021-04-13
5906310,NA,1,37,-37.962,-150.919,2022-01-08
5906310,NA,2,5,-42.22,-149.488,2021-02-22
5906310,NA,1,51,-37.878,-152.531,2022-05-28
5906310,NA,1,58,-37.506,-152.84,2022-08-07
5906539,NA,1,29,-4.9241,64.6107,2023-08-09
5906539,NA,1,49,-7.14,74.711,2024-02-25
5906539,NA,1,30,-5.1224,64.4756,2023-08-19
5906539,NA,1,45,-5.1705,71.3915,2024-01-16
5906539,NA,1,55,-7.8866,75.7093,2024-04-25
5906539,NA,1,13,-5.231,61.355,2023-03-02
5906539,NA,1,40,-4.6009,68.1127,2023-11-27
5906539,NA,1,46,-5.3797,71.6032,2024-01-26
5905073,NA,1,50,-49.614,96.027,2018-04-12
5905073,NA,1,41,-48.464,86.01,2018-01-12
5905073,NA,1,31,-48.869,88.07,2017-10-04
1901339,NA,1,606,-48.299,85.678,2014-07-31
1901339,NA,1,654,-47.977,88.962,2014-08-16
1901339,NA,1,419,-48.507,79.063,2014-06-02
1901339,NA,1,594,-48.332825923433205,85.09807029663251,2014-07-26
1901339,NA,1,664,-47.581,88.886,2014-08-19
5906044,NA,1,33,4.995,-123.721,2020-03-25
5906044,NA,1,88,3.979,-118.138,2021-01-03
5906044,NA,2,64,4.202,-121.296,2020-09-01
5906044,NA,1,23,4.394,-123.784,2020-02-03
5906044,NA,1,82,4.217,-118.855,2020-12-03
5906044,NA,1,234,4.161,-118.311,2023-01-30
5906044,NA,2,278,3.606,-117.988,2023-09-16
5906044,NA,1,279,3.667,-117.981,2023-09-21
5906044,NA,1,40,4.077,-123.684,2020-04-30
5906044,NA,1,28,4.122,-123.523,2020-02-28
5906044,NA,2,109,4.366,-116.074,2021-04-22
5906044,NA,1,83,3.912,-118.615,2020-12-08
5906044,NA,2,233,3.968,-118.631,2023-01-24
5906044,NA,1,80,4.771,-119.219,2020-11-23
5906044,NA,1,81,4.568,-119.086,2020-11-28
5906044,NA,1,199,4.987,-115.685,2022-08-01
5906044,NA,1,25,4.118,-123.931,2020-02-13
5906044,NA,1,29,4.32,-123.445,2020-03-05
5906044,NA,1,293,3.802,-116.391,2023-12-03
5906044,NA,1,20,4.062,-123.793,2020-01-18
5906044,NA,1,103,4.569,-116.147,2021-03-22
5906044,NA,1,190,3.955,-114.686,2022-06-15
5906044,NA,1,116,4.246,-116.526,2021-05-28
5906044,NA,1,19,3.889,-123.87,2020-01-13
5906044,NA,1,291,3.764,-117.239,2023-11-22
5906044,NA,1,30,4.515,-123.463,2020-03-10
2903453,NA,1,36,-53.5435,155.0814,2024-03-26
2903453,NA,1,37,-54.4012,154.7636,2024-04-05
5904688,NA,1,68,-50.013,139.774,2018-01-28
5904688,NA,1,105,-58.973,175.914,2019-02-14
5904688,NA,1,78,-52.895,150.189,2018-05-11
5904688,NA,1,70,-51.957,143.172,2018-02-17
5904688,NA,1,12,-47.423,110.104,2016-06-27
5906246,NA,1,37,-38.939,8.76,2021-04-01
5906246,NA,1,56,-34.906,13.737,2021-10-13
5906246,NA,1,35,-39.297,7.825,2021-03-11
5906246,NA,1,57,-34.865,14.741,2021-10-23
2902294,NA,1,57,7.034848,87.030037,2020-09-05
2902294,NA,1,236,7.49788,89.915047,2023-03-02
2902294,NA,1,58,6.91839,87.273682,2020-09-10
2902294,NA,1,23,7.95407,88.750908,2020-03-16
5906249,NA,1,56,-39.307,7.025,2021-10-13
5906249,NA,1,138,-34.145,12.955,2024-02-05
5906249,NA,1,129,-36.477,15.753,2023-11-04
5906249,NA,1,58,-39.206,6.166,2021-11-03
5906249,NA,1,116,-35.914,15.476,2023-06-23
5906249,NA,1,50,-39.829,6.548,2021-08-12
3902556,NA,2,2,-13.3505,-80.9491,2023-12-20
2903854,NA,1,26,-31.2366,114.0233,2024-04-05
2903467,NA,1,7,-10.0198,90.2182,2023-09-06
2903467,NA,1,25,-10.8004,91.0816,2024-03-04
2903467,NA,1,13,-10.1695,88.4396,2023-11-05
2903467,NA,1,10,-10.2543,88.7859,2023-10-06
2903467,NA,1,4,-9.5742,91.0199,2023-08-07
2903467,NA,1,6,-9.809,90.6968,2023-08-27
2903467,NA,1,39,-9.5505,90.9333,2024-07-23
2903467,NA,1,2,-10.3036,91.5387,2023-07-18
2903467,NA,1,17,-10.2382,87.556,2023-12-15
2903467,NA,1,19,-10.1681,87.3398,2024-01-04
2903467,NA,1,12,-10.1264,88.5037,2023-10-26
2903467,NA,1,3,-9.7697,91.1542,2023-07-28
2903467,NA,1,1,-10.978,92.0779,2023-07-08
2903467,NA,1,5,-9.6617,90.9212,2023-08-17
2903467,NA,1,23,-9.9348,88.5795,2024-02-13
2903467,NA,1,37,-9.861,91.9621,2024-07-03
2903467,NA,1,9,-10.2368,89.1511,2023-09-26
5905553,NA,1,113,-39.695519999999995,149.96684833333333,2024-07-03
5905553,NA,1,112,-41.38961,152.225545,2024-06-23
5905553,NA,1,121,-41.32918166666667,149.31141666666667,2024-09-20
5905553,NA,1,101,-40.08039333333333,152.26212333333334,2024-03-06
5906248,NA,1,22,-59.4699,-57.3006,2023-06-16
6904241,NA,1,38,56.85751933333333,-45.36768683333333,2023-05-26
6904241,NA,1,1,56.75927466666667,-52.355689166666664,2022-05-30
6904241,NA,1,17,57.316112833333335,-46.974659,2022-10-28
5905076,NA,1,142,-45.969,-53.91,2021-01-10
5905076,NA,1,132,-47.956,-50.183,2020-10-02
5905076,NA,1,121,-46.558,-54.52,2020-06-13
5905076,NA,1,141,-46.764,-53.279,2020-12-31
5905076,NA,1,144,-47.93,-51.408,2021-01-30
5905076,NA,1,118,-47.146,-54.958,2020-05-14
5905076,NA,1,83,-56.905,-73.723,2019-05-29
5905076,NA,1,138,-43.418,-51.612,2020-12-01
5904924,NA,1,333,-15.4829,62.6007,2017-03-20
5904924,NA,1,246,-15.6346,75.153,2016-07-02
5904924,NA,1,321,-14.4342,63.6085,2017-02-12
5904924,NA,1,306,-15.7825,64.4123,2016-12-29
5904924,NA,1,222,-15.7956,78.0063,2016-04-21
5906546,NA,1,46,-53.882,-137.5799,2024-03-10
5906546,NA,1,7,-54.238,-177.537,2023-02-04
5906546,NA,1,51,-54.1691,-132.3153,2024-05-01
6901649,NA,1,165,41.419686666666664,3.7977683333333334,2016-04-14
6901649,NA,1,166,41.406465,3.8162783333333334,2016-04-17
6901649,NA,1,167,41.405123333333336,3.86709,2016-04-20
5906307,NA,1,93,-40.4274,-146.6488,2023-07-20
5906307,NA,1,47,-39.009,-146.127,2022-04-16
5906307,NA,1,51,-38.832,-144.871,2022-05-26
5906307,NA,1,96,-39.9266,-147.0099,2023-08-20
5906307,NA,1,57,-39.339,-143.486,2022-07-25
5905167,NA,2,325,-40.4955,152.7146,2017-05-15
5905167,NA,1,160,-33.0315,152.6918,2016-12-07
5905167,NA,1,200,-33.8807,155.6185,2017-01-14
5905167,NA,1,14,-30.6879,155.2272,2016-07-15
5905167,NA,2,26,-30.2309,154.6615,2016-07-26
5905167,NA,2,392,-40.6158,150.9236,2017-07-21
5905167,NA,1,49,-33.6141,155.5186,2016-08-18
5905167,NA,1,244,-31.4829,155.1212,2017-02-27
5905167,NA,1,204,-33.1726,155.7848,2017-01-18
5905167,NA,2,50,-33.4384,155.3707,2016-08-19
5905167,NA,1,174,-37.703,150.7267,2016-12-21
5905167,NA,1,180,-38.8346,152.3569,2016-12-27
5905167,NA,2,187,-37.1462,151.7159,2017-01-02
5905167,NA,1,181,-38.5793,152.5271,2016-12-28
5905167,NA,1,130,-29.1659,155.3902,2016-11-07
5905167,NA,1,170,-36.4479,151.0401,2016-12-17
5905167,NA,2,48,-33.7203,155.5894,2016-08-17
5905167,NA,2,225,-31.361,154.7307,2017-02-08
5905167,NA,1,197,-34.3344,155.0118,2017-01-12
5906489,NA,1,30,-35.707,-45.334,2022-12-12
5906489,NA,1,21,-34.21,-41.436,2022-09-10
5906489,NA,1,38,-35.885,-46.955,2023-03-04
5906489,NA,1,67,-36.166,-51.351,2023-12-28
5906489,NA,1,77,-37.083,-41.973,2024-04-08
5905441,NA,1,9,-26.945,154.05,2019-10-15
5905441,NA,2,114,-26.858,156.656,2022-07-27
5905441,NA,2,30,-31.194,158.211,2020-03-30
5905441,NA,1,61,-29.372,155.436,2021-02-04
5905441,NA,2,62,-28.608,155.296,2021-02-14
5905441,NA,2,5,-25.842,154.081,2019-10-10
5905441,NA,2,121,-29.652,157.59,2022-10-06
5905441,NA,2,69,-27.28,154.141,2021-04-25
5905441,NA,1,25,-28.822,155.204,2020-02-09
5905441,NA,2,10,-27.232,154.072,2019-10-16
5904188,NA,1,96,-53.683,-130.473,2015-12-07
5904188,NA,2,12,-51.513,-140.825,2014-06-12
5904188,NA,2,13,-51.319,-140.051,2014-06-18
5906491,NA,1,23,-34.703,-7.253,2022-10-14
5906491,NA,1,54,-30.731,-12.875,2023-08-29
6902550,NA,1,179,76.552,1.341,2017-04-13
6902550,NA,1,104,71.879,5.364,2016-04-01
6902550,NA,1,50,71.504,6.466,2015-07-06
6902550,NA,1,135,74.514,9.177,2016-09-03
6902550,NA,1,149,75.211,7.085,2016-11-13
6902550,NA,2,151,75.26890378842296,6.848911806054363,2016-11-23
5906568,NA,1,56,-38.4345,-130.4972,2024-06-15
5906235,NA,1,78,0.518,-159.231,2022-05-03
5906235,NA,1,107,0.537,-179.284,2023-02-18
5906235,NA,1,155,1.119,179.562,2024-06-15
5906235,NA,1,123,0.41,166.488,2023-07-29
5906235,NA,1,85,1.347,-169.177,2022-07-13
5906235,NA,1,131,1.91,163.49,2023-10-18
5906235,NA,1,113,-0.352,179.279,2023-04-20
5906235,NA,1,158,2.306,176.225,2024-07-15
5906476,NA,2,37,5.219,-139.874,2022-12-10
5906476,NA,1,64,6.082,-142.922,2023-09-15
5906476,NA,2,30,5.447,-136.172,2022-09-28
5906476,NA,1,76,5.9922,-144.4909,2024-01-17
5906476,NA,1,54,5.1796,-143.8508,2023-06-03
5906476,NA,1,11,5.081,-137.374,2022-03-16
6903554,NA,2,37,69.16209,-3.94603,2019-10-12
