WMO,Cycle,Category,CYCLE_NUMBER,LATITUDE,LONGITUDE,TIME
6902905,NA,2,178,-46.11796,79.91167333333334,2020-07-17
6902905,NA,2,206,-47.835053333333335,84.51617,2020-10-18
6902905,NA,2,292,-47.43865,111.19961833333332,2021-04-08
6902905,NA,2,236,-44.582705,90.41255333333334,2020-12-17
6902905,NA,2,323,-45.57037166666667,119.40895166666668,2021-06-09
6902905,NA,2,415,-46.86177833333333,131.86120166666666,2022-01-11
6902905,NA,1,398,-46.762391666666666,134.78122666666667,2021-11-06
6902905,NA,2,409,-46.82552,133.72009,2021-11-28
6902905,NA,2,341,-49.31733833333333,129.18275666666668,2021-07-15
6902905,NA,1,234,-45.0377,90.20152833333331,2020-12-13
6902905,NA,1,272,-44.822511666666664,99.129255,2021-02-27
6902905,NA,1,235,-44.79725166666667,90.26187,2020-12-15
6902905,NA,1,276,-45.647016666666666,101.72477666666668,2021-03-07
6902905,NA,1,410,-46.81567833333333,133.611315,2021-11-30
6902905,NA,1,393,-46.55949833333333,135.442185,2021-10-27
6902905,NA,1,290,-46.94038,109.76310166666669,2021-04-04
6902905,NA,1,220,-45.92229833333333,87.87652333333334,2020-11-15
6902905,NA,1,184,-46.38484833333333,81.23475166666667,2020-08-16
5906000,NA,2,80,-63.928,83.265,2021-03-01
5906000,NA,1,87,-61.876,85.48,2021-05-11
5906000,NA,1,84,-63.42,85.135,2021-04-11
5906000,NA,1,81,-64.266,83.26,2021-03-11
5906000,NA,1,82,-64.014,83.562,2021-03-22
5906000,NA,1,65,-64.097,90.084,2020-10-02
5906000,NA,1,83,-64.093,83.181,2021-04-01
5906563,NA,2,3,20.304,-128.341,2022-12-07
5906563,NA,2,58,19.4328,-127.1325,2024-06-06
5905368,NA,2,85,-54.878,84.137,2020-05-16
5905368,NA,2,109,-55.312,81.856,2021-01-13
5905368,NA,1,79,-52.825,83.82,2020-03-17
5905368,NA,1,74,-50.591,84.751,2020-01-26
6990583,NA,1,9,-54.8175,117.2805,2024-05-07
6902669,NA,2,52,70.16927416666667,-61.907774,2017-09-17
6902669,NA,2,27,69.62709216666667,-63.409164,2017-08-23
6902669,NA,2,26,69.60766166666667,-63.407396,2017-08-22
6901764,NA,2,127,34.505475,29.263561666666668,2017-04-06
6901764,NA,1,160,34.20263666666666,28.215466666666668,2017-11-23
6901764,NA,1,172,32.972658333333335,26.795871666666667,2018-02-15
6901764,NA,2,72,34.370875,27.939513333333338,2016-04-26
6901764,NA,2,161,34.06108833333333,27.99535,2017-11-30
6901764,NA,1,163,34.00276,27.732805,2017-12-14
6901764,NA,1,173,32.91789166666667,27.009148333333332,2018-02-22
6901764,NA,1,65,34.08316166666667,27.899706666666667,2016-03-22
6901764,NA,1,133,34.540385,28.975281666666667,2017-05-18
6901764,NA,1,128,34.67957833333333,29.049651666666666,2017-04-13
6901764,NA,2,126,34.56637166666667,29.17941,2017-03-30
6901764,NA,2,117,34.074395,30.415216666666662,2017-01-26
6901764,NA,2,8,34.539858333333335,26.98067,2015-06-11
6901764,NA,1,171,32.987695,27.02487,2018-02-08
6903569,NA,1,31,68.00735,-4.11705,2020-10-19
6903569,NA,2,35,67.98054,-3.35318,2020-11-08
6903569,NA,1,13,67.06078,-2.56921,2020-07-17
6903569,NA,2,11,67.10981,-2.12297,2020-07-07
5904767,NA,2,57,-61.36,-138.555,2017-11-17
5904767,NA,2,36,-57.58,-150.174,2017-04-21
5904767,NA,2,39,-57.307,-146.602,2017-05-21
5906204,NA,1,1,-30.138,55.198,2020-01-01
5904470,NA,1,72,-50.515,153.636,2017-01-12
5906440,NA,1,116,45.983,-36.946,2024-05-23
5906212,NA,1,10,-59.509,-88.697,2020-03-12
5906212,NA,1,3,-59.577,-90.715,2019-12-31
5906212,NA,1,23,-59.924,-84.82,2020-07-24
5906212,NA,2,14,-59.132,-89.856,2020-04-22
5906212,NA,1,5,-59.448,-88.537,2020-01-21
5906212,NA,1,1,-60.16,-89.026,2019-12-10
5906212,NA,1,9,-59.346,-88.19,2020-03-02
5906212,NA,1,2,-60.681,-89.666,2019-12-21
5906212,NA,1,22,-60.038,-84.859,2020-07-14
5906212,NA,1,4,-58.965,-89.993,2020-01-10
5906526,NA,1,8,-48.77,45.782,2022-07-21
5906526,NA,2,7,-48.614,44.565,2022-07-10
5906526,NA,2,6,-48.462,43.385,2022-06-30
5904396,NA,1,39,-52.47,-132.5,2014-11-01
5904396,NA,1,99,-48.964,-119.216,2016-01-06
5904396,NA,1,59,-55.363,-125.495,2015-02-16
5904396,NA,1,12,-53.956,-140.699,2014-06-09
5904396,NA,1,19,-54.316,-139.687,2014-07-17
5904396,NA,2,21,-55.059,-138.318,2014-07-27
5904396,NA,1,16,-54.235,-140.213,2014-07-01
5904396,NA,1,10,-54.006,-141.835,2014-05-30
5904396,NA,2,9,-55.098,-141.344,2014-05-24
5904396,NA,2,1,-55.01,-150.011,2014-04-12
5904396,NA,1,52,-51.837,-129.582,2015-01-10
5904396,NA,1,4,-54.618,-149.732,2014-04-28
5904396,NA,1,120,-48.693,-109.447,2016-08-05
5904396,NA,2,58,-54.97,-128.134,2015-02-11
5904396,NA,1,50,-51.905,-130.89,2014-12-30
5904396,NA,1,5,-54.087,-148.271,2014-05-03
5904396,NA,1,22,-54.968,-137.594,2014-08-02
5904396,NA,2,61,-55.148,-124.164,2015-02-27
6902548,NA,1,180,72.22,2.675,2017-04-13
6902548,NA,2,213,71.139,-0.32,2017-10-05
5906508,NA,2,16,-55.734,128.182,2022-07-16
5906508,NA,1,14,-55.424,129.385,2022-06-26
4903488,NA,1,41,54.0232,-14.7358,2024-06-05
4903488,NA,1,45,53.6923,-18.5425,2024-07-15
5905099,NA,2,91,-56.272,-131.282,2019-10-09
5905099,NA,1,33,-60.183,-163.764,2018-03-04
5905099,NA,1,78,-57.199,-132.633,2019-05-31
5905099,NA,1,30,-60.971,-166.396,2018-02-02
5905099,NA,1,98,-56.751,-127.671,2019-12-18
5905099,NA,1,27,-60.921,-169.709,2018-01-03
5905099,NA,1,28,-60.703,-168.673,2018-01-13
5905099,NA,1,29,-60.829,-167.492,2018-01-23
5905099,NA,1,21,-60.646,-173.581,2017-11-04
5905099,NA,1,24,-60.949,-171.936,2017-12-04
5905099,NA,2,92,-56.386,-131.312,2019-10-19
5905099,NA,1,93,-56.451,-131.773,2019-10-29
5905099,NA,1,103,-54.766,-122.924,2020-02-06
5905099,NA,1,111,-52.447,-133.076,2020-04-27
5905099,NA,2,77,-57.144,-132.793,2019-05-21
5905099,NA,1,70,-57.161,-135.797,2019-03-11
5906535,NA,2,22,50.913,177.503,2023-04-07
5906535,NA,1,20,50.824,179.432,2023-03-17
6902735,NA,1,228,-51.202345,83.56530333333333,2018-07-22
6902735,NA,1,250,-53.800095,89.38171833333334,2018-10-10
6902735,NA,2,260,-53.605311666666665,92.32179166666668,2018-10-30
6902735,NA,2,287,-55.778261666666666,96.35086833333334,2018-12-23
6902735,NA,1,270,-55.077526666666664,93.26912,2018-11-19
6902735,NA,1,249,-53.78051,89.09523333333334,2018-10-08
6902735,NA,2,262,-53.996806666666664,92.27127666666668,2018-11-03
6902735,NA,2,314,-55.55334833333333,93.85300333333332,2019-02-14
6902735,NA,1,312,-54.98572,93.43389,2019-02-11
6902735,NA,2,225,-51.69386,82.95692333333334,2018-07-07
6990505,NA,2,69,-10.892976666666668,43.96281316666667,2024-07-30
6990505,NA,2,51,-11.4924475,49.38321216666667,2024-02-06
6990505,NA,1,37,-14.285089,51.65615016666667,2023-09-24
6903552,NA,2,26,67.52207,-13.25113,2021-03-01
6903552,NA,2,30,67.16534094816026,-12.774968625099502,2021-03-21
6903552,NA,1,22,67.38474,-12.51904,2021-02-09
5903593,NA,2,261,-52.533,151.411,2015-11-28
5903593,NA,2,264,-52.329,154.973,2015-12-14
5906036,NA,1,12,-37.79,27.698,2019-08-27
5906036,NA,1,9,-36.623,25.238,2019-07-28
4903571,NA,2,15,19.9411,-22.9669,2024-07-28
5906515,NA,2,7,30.022,158.678,2022-07-20
5905130,NA,1,41,-30.475,12.609,2018-10-17
5905130,NA,2,143,-28.821,-7.737,2021-08-06
5905130,NA,1,37,-31.595,13.758,2018-09-06
5905501,NA,1,77,-46.33553833333333,152.51820500000002,2022-07-12
5905501,NA,2,78,-46.30385333333333,152.53541666666666,2022-07-14
5905501,NA,1,67,-46.09426833333334,151.49968833333332,2022-06-27
5905501,NA,2,31,-44.90947,150.14707333333334,2022-05-04
5905501,NA,1,26,-44.872385,150.3057816666667,2022-04-27
5905501,NA,2,73,-46.41088833333333,152.20319833333332,2022-07-06
5905501,NA,2,137,-46.045739999999995,137.73182833333334,2024-02-24
5905501,NA,1,74,-46.40353333333333,152.2926,2022-07-08
5905501,NA,1,63,-45.581990000000005,151.71156166666665,2022-06-21
6902667,NA,2,29,70.466631,-61.515908499999995,2016-08-05
6902667,NA,1,77,71.22037316666666,-62.069083,2016-09-22
6902667,NA,2,32,70.587341,-61.53471,2016-08-08
6902667,NA,2,35,70.59859883333334,-61.49642833333334,2016-08-11
6902667,NA,2,95,71.298727,-61.99142966666667,2016-10-21
6902667,NA,2,94,71.27912933333333,-62.06960600000001,2016-10-18
6902667,NA,2,31,70.56265616666666,-61.5216995,2016-08-07
6902667,NA,2,67,71.03141033333333,-62.13538100000001,2016-09-12
6902667,NA,1,75,71.19029766666667,-62.04135383333334,2016-09-20
6902667,NA,2,45,70.91100833333333,-61.65519166666666,2016-08-21
6902667,NA,1,90,71.29244916666667,-62.29168833333333,2016-10-06
6902667,NA,1,79,71.22822716666666,-62.13242400000001,2016-09-24
6902667,NA,2,34,70.6004195,-61.53048516666666,2016-08-10
6902667,NA,2,72,71.122321,-61.96850933333334,2016-09-17
6902667,NA,2,10,69.79512849999999,-60.7023275,2016-07-17
6901528,NA,1,68,33.658195,28.674156666666665,2014-01-30
7900585,NA,2,131,52.47264,-26.64629,2022-09-12
7900585,NA,1,13,50.30645,-37.96056,2021-08-24
7900585,NA,1,74,51.05154,-39.6321,2021-12-24
7900585,NA,1,195,57.73399,-26.90099,2023-07-30
7900585,NA,1,115,51.75953,-31.70625,2022-06-24
7900585,NA,1,63,50.47088,-39.00711,2021-12-02
7900585,NA,1,4,49.63913,-38.42104,2021-08-06
7900585,NA,1,65,50.53726,-38.91712,2021-12-06
7900585,NA,1,140,53.80252,-28.23025,2022-10-27
7900585,NA,1,12,50.27995,-37.74843,2021-08-22
7900585,NA,1,152,55.95427,-25.75645,2022-12-26
7900585,NA,1,144,54.42552,-27.54902,2022-11-16
7900585,NA,1,132,52.60101,-26.56773,2022-09-17
7900585,NA,1,104,51.03337,-35.26421,2022-04-30
7900585,NA,2,129,52.17756,-27.51702,2022-09-02
7900585,NA,2,153,56.53117,-25.10884,2023-01-01
7900585,NA,2,44,51.07022,-38.43679,2021-10-25
7900585,NA,1,218,57.23984,-29.35178,2023-11-22
7900585,NA,1,41,51.1848,-38.52119,2021-10-19
7900585,NA,1,133,52.74017,-26.68044,2022-09-22
7900585,NA,1,197,57.70476,-27.2762,2023-08-09
7900585,NA,1,179,58.03078,-24.8894,2023-05-11
7900585,NA,1,105,51.24893,-35.25853,2022-05-05
7900585,NA,1,264,56.02668,-34.03715,2024-07-10
7900585,NA,2,213,57.80533,-28.25566,2023-10-28
7900585,NA,2,180,57.8622,-24.05913,2023-05-16
7900585,NA,1,128,52.27456,-28.2222,2022-08-28
7900585,NA,1,134,53.0298,-26.8765,2022-09-27
7900585,NA,1,37,51.37158,-38.69286,2021-10-11
7900585,NA,1,206,57.63396,-28.42647,2023-09-23
7900585,NA,1,123,52.2826,-30.87551,2022-08-03
7900585,NA,1,147,54.86886,-27.14467,2022-12-01
7900585,NA,2,141,53.93168,-28.18909,2022-11-01
7900585,NA,2,233,57.58073,-28.85999,2024-02-05
7900585,NA,1,137,53.4707107935239,-27.702055093540192,2022-10-12
7900585,NA,1,110,51.57974,-33.55576,2022-05-30
7900585,NA,1,124,52.29616,-30.54446,2022-08-08
7900585,NA,1,228,57.48507,-28.76136,2024-01-11
7900585,NA,2,221,57.51107,-29.18119,2023-12-07
7900585,NA,2,11,50.23068,-37.54771,2021-08-20
7900585,NA,1,111,51.5812,-33.10809,2022-06-04
7900585,NA,1,79,50.27995,-39.90531,2022-01-04
7900585,NA,1,106,51.37506,-35.27306,2022-05-10
7900585,NA,1,193,57.87187,-27.14308,2023-07-20
7900585,NA,1,126,52.56913,-29.29093,2022-08-18
7900585,NA,2,2,50.12225,-38.4684,2021-08-02
7900585,NA,1,219,57.35944,-29.3184,2023-11-27
7900585,NA,1,220,57.47752,-29.36764,2023-12-02
7900585,NA,2,196,57.77258,-27.16341,2023-08-04
7900585,NA,1,73,51.04134210127644,-39.578172273706905,2021-12-22
7900585,NA,1,7,49.56932,-37.49771,2021-08-12
7900585,NA,1,6,49.38733,-37.81303,2021-08-10
7900585,NA,1,182,57.46008,-24.88349,2023-05-26
7900585,NA,2,185,57.59898,-26.08025,2023-06-10
7900585,NA,1,61,50.46326,-39.14999,2021-11-28
7900585,NA,1,207,57.75018,-28.54634,2023-09-28
7900585,NA,2,143,54.35826,-27.86775,2022-11-11
7900585,NA,1,146,54.75228,-27.06134,2022-11-26
7900585,NA,1,145,54.52651288421808,-27.399998211304663,2022-11-21
7900585,NA,2,75,51.01782,-39.63447,2021-12-26
7900585,NA,1,116,51.79808,-31.62015,2022-06-29
7900585,NA,1,76,50.93481,-39.57455,2021-12-28
7900585,NA,1,42,51.16449,-38.47723,2021-10-21
7900585,NA,1,138,53.54753,-27.96027,2022-10-17
7900585,NA,1,192,57.93477,-27.16426,2023-07-15
7900585,NA,1,39,51.25639,-38.59784,2021-10-15
7900585,NA,1,188,57.88765,-26.58052,2023-06-25
7900585,NA,1,120,52.32658,-31.37037,2022-07-19
7900585,NA,1,118,52.13611,-31.81511,2022-07-09
7900585,NA,1,109,51.5246,-34.02639,2022-05-25
7900585,NA,2,71,50.90417,-39.31435,2021-12-18
7900585,NA,1,155,56.92725,-23.36808,2023-01-11
7900585,NA,1,181,57.68709,-25.08629,2023-05-21
7900585,NA,1,205,57.5444,-28.11353,2023-09-18
7900585,NA,1,214,57.55928,-28.34356,2023-11-02
7900585,NA,1,38,51.32215,-38.62612,2021-10-13
5906295,NA,2,118,32.222,-123.152,2024-01-24
6903553,NA,2,107,68.735745,3.906055,2020-12-04
7900943,NA,2,45,-53.875601333333336,87.49304766666667,2024-01-29
7900943,NA,2,35,-54.08078416666667,85.57384333333333,2023-10-21
7900943,NA,1,36,-54.14259933333334,85.92618583333334,2023-10-31
7900943,NA,2,47,-55.496177333333335,88.07385466666666,2024-02-18
5906501,NA,2,8,-40.454,27.825,2022-05-17
5906501,NA,1,21,-41.549,39.751,2022-09-27
5904882,NA,1,349,-52.935940847890606,92.27011879097044,2014-04-30
6901523,NA,1,42,58.33759333333333,-51.327418333333334,2013-09-23
6901523,NA,1,43,58.13209666666667,-50.866036666666666,2013-09-28
6901523,NA,2,13,58.03682333333333,-50.49370833333333,2013-06-03
6901523,NA,1,38,58.06505166666667,-50.888328333333334,2013-09-03
6901523,NA,1,32,57.331355,-51.484746666666666,2013-08-04
5906553,NA,1,40,-59.9556,-102.4712,2024-02-05
5906553,NA,1,36,-59.0595,-106.8185,2023-12-26
5906553,NA,1,33,-57.8194,-112.4787,2023-11-25
5906553,NA,1,38,-58.4481,-104.5854,2024-01-15
5906553,NA,1,51,-57.8794,-89.0282,2024-05-29
5906553,NA,1,54,-58.829,-89.584,2024-06-28
5906553,NA,2,28,-55.9397,-116.9164,2023-10-04
5906553,NA,2,7,-55.0358,-134.4904,2023-03-02
5906553,NA,1,9,-55.2031,-130.9427,2023-03-22
5906553,NA,1,35,-58.3682,-108.5241,2023-12-15
5906553,NA,1,16,-54.5066,-123.4387,2023-06-02
5906553,NA,2,26,-56.3386,-116.8286,2023-09-13
5906553,NA,1,55,-57.8923,-88.5389,2024-07-09
5906553,NA,1,29,-55.703,-116.0159,2023-10-14
5903649,NA,1,127,-45.154,148.23,2011-06-30
5903649,NA,1,15,-46.547,149.895,2011-02-14
5903649,NA,2,381,-44.335,132.195,2012-03-18
5903649,NA,1,120,-45.456,148.115,2011-06-21
5903649,NA,1,56,-47.059,149.658,2011-04-06
5903649,NA,2,347,-44.305,134.146,2012-02-11
7900589,NA,1,108,52.84921,-45.71317,2022-07-06
7900589,NA,1,90,54.39745,-45.47926,2022-03-27
7900589,NA,1,121,52.17162,-40.32735,2022-09-14
6902903,NA,2,18,39.12736666666667,12.702751666666666,2018-08-31
5905638,NA,2,184,-64.865,150.526,2023-04-05
5905638,NA,2,80,-70.01,169.395,2020-05-26
5905638,NA,2,172,-65.695,150.89,2022-12-02
5905442,NA,1,23,-30.694,157.083,2020-01-19
5905442,NA,2,102,-39.34512989767195,154.1152585424762,2022-03-26
5905442,NA,2,21,-32.359,157.817,2019-12-30
2903468,NA,2,30,-18.4863,101.0656,2024-04-30
5906208,NA,1,78,-39.422,72.458,2022-03-08
5906208,NA,1,53,-41.27,74.163,2021-06-25
5906208,NA,2,107,-40.497,68.36,2022-12-31
5906208,NA,1,45,-43.535,70.96,2021-04-03
1902602,NA,2,52,68.41344166666667,-4.745868333333333,2024-01-30
1902602,NA,2,63,67.731075,-4.692445,2024-03-25
1902602,NA,1,64,67.620885,-4.5985499999999995,2024-03-30
1902602,NA,1,53,68.47372,-4.59201,2024-02-04
1902602,NA,1,61,68.14627833333333,-5.254796666666667,2024-03-15
1902602,NA,1,51,68.33073666666667,-4.805526666666667,2024-01-25
1902602,NA,2,66,67.34371833333333,-4.69515,2024-04-09
1902382,NA,1,92,18.7273,-29.51,2024-07-13
1902382,NA,1,91,18.4563,-29.3493,2024-07-03
5904982,NA,1,16,-51.999,-50.105,2017-05-28
5904982,NA,1,19,-51.826,-51.696,2017-06-28
5904982,NA,2,2,-57.443,-69.403,2017-01-07
5904982,NA,1,24,-48.272,-54.37,2017-08-17
5904982,NA,2,25,-47.936,-55.851,2017-08-27
4901802,NA,1,73,69.52019866666666,-62.65386333333333,2016-09-19
4901802,NA,2,10,69.50712416666667,-61.66745733333334,2016-07-18
4901802,NA,1,89,69.22111083333333,-61.44161583333333,2016-10-06
4901802,NA,1,50,69.463426,-62.1317925,2016-08-27
4901802,NA,1,86,69.46974383333333,-61.461607,2016-10-01
4901802,NA,1,75,69.54120916666668,-62.4814785,2016-09-21
4901802,NA,1,52,69.43810166666667,-62.243592166666666,2016-08-29
4901802,NA,1,53,69.43093766666667,-62.29391183333334,2016-08-30
4901802,NA,1,49,69.48773899999999,-62.0772145,2016-08-26
4901802,NA,2,51,69.44859799999999,-62.17687766666666,2016-08-28
4901802,NA,1,61,69.37676,-62.79698283333334,2016-09-07
4901802,NA,1,70,69.4849875,-62.83622766666667,2016-09-16
4901802,NA,1,48,69.53009566666667,-62.00436233333333,2016-08-25
4901802,NA,1,71,69.49809483333334,-62.78287083333333,2016-09-17
4901802,NA,1,88,69.34779916666666,-61.32085966666667,2016-10-03
4901802,NA,1,76,69.54474283333334,-62.37634616666666,2016-09-22
4901802,NA,1,66,69.42461366666666,-62.959472000000005,2016-09-12
4901802,NA,1,90,69.08801700000001,-61.55023766666667,2016-10-09
4901802,NA,1,94,68.972691,-62.40427283333334,2016-10-21
4901802,NA,2,55,69.4134325,-62.36269049999999,2016-09-01
4901802,NA,1,69,69.4752515,-62.87518333333334,2016-09-15
4901802,NA,1,68,69.46113316666667,-62.931390166666674,2016-09-14
4901802,NA,1,67,69.4410395,-62.95321049999999,2016-09-13
4901802,NA,1,62,69.38906300000001,-62.861483666666665,2016-09-08
4901802,NA,1,72,69.50993816666667,-62.72169166666666,2016-09-18
4901802,NA,1,54,69.42203483333333,-62.344666833333335,2016-08-31
4901802,NA,1,44,69.70932466666666,-61.81339200000001,2016-08-21
4901802,NA,2,30,69.78900983333332,-61.075612166666666,2016-08-07
4901802,NA,1,74,69.52964933333332,-62.58093,2016-09-20
4901802,NA,1,87,69.41484933333332,-61.355716,2016-10-02
4901802,NA,1,60,69.36497316666667,-62.72686983333333,2016-09-06
4901802,NA,2,5,69.525318,-61.096816,2016-07-13
4901802,NA,1,93,68.98261216666667,-62.190506166666665,2016-10-18
4901802,NA,1,83,69.51459066666666,-61.925908666666665,2016-09-28
6904118,NA,1,89,-43.6827,32.26644,2023-05-23
6904118,NA,1,100,-42.12025,36.81752,2023-08-07
6904118,NA,1,12,-31.83378,14.97402,2021-12-09
6904118,NA,1,81,-45.15605,27.45439,2023-03-29
6904118,NA,1,106,-41.98459,39.69603,2023-09-17
6904118,NA,1,91,-43.8669,33.24452,2023-06-06
6904118,NA,2,105,-41.82085,39.46341,2023-09-10
6904118,NA,1,10,-32.2401,15.27742,2021-11-25
6904118,NA,2,55,-38.97374,26.73845,2022-10-01
6904118,NA,1,87,-43.7099,30.92722,2023-05-09
6904118,NA,2,3,-30.61435,14.36652,2021-10-08
6904118,NA,1,80,-44.86612,26.83109,2023-03-22
6904118,NA,1,59,-39.96805,28.36712,2022-10-28
6904118,NA,1,37,-36.02836,16.23012,2022-05-30
6904118,NA,1,62,-41.03551,30.44906,2022-11-18
6904118,NA,2,46,-39.22815,20.78098,2022-07-31
6904118,NA,1,84,-43.81148,28.6869,2023-04-19
6904118,NA,1,124,-39.80564,42.41139,2024-01-19
6904118,NA,1,90,-43.90572,32.78054,2023-05-30
6904118,NA,1,69,-44.18037,27.50584,2023-01-05
6904118,NA,1,75,-43.36214,26.50034,2023-02-16
7900560,NA,1,77,18.18295,-18.51253,2020-08-19
7900560,NA,2,88,18.04095,-19.44293,2020-10-13
7900560,NA,1,86,18.21904,-19.18275,2020-10-03
7900560,NA,2,65,18.14656,-20.03704,2020-06-20
5904680,NA,1,14,35.167,-124.358,2016-03-09
5906507,NA,2,198,37.3389,-125.076,2024-07-13
5906507,NA,2,150,36.6108,-125.2051,2023-11-03
5906507,NA,1,37,35.66,-122.169,2022-03-20
5906507,NA,1,197,37.232,-125.0804,2024-07-08
5906312,NA,1,24,-58.8566,-50.6406,2023-07-07
5906312,NA,1,30,-59.068600000000004,-48.0467,2023-09-07
5906312,NA,1,33,-59.3721,-48.3529,2023-10-08
5906312,NA,1,36,-58.6497,-49.3936,2023-11-08
5906312,NA,1,39,-57.1253,-46.1876,2023-12-09
5906312,NA,1,32,-59.5158,-48.0653,2023-09-28
5906312,NA,1,26,-59.5644,-50.015,2023-07-28
5906312,NA,1,44,-56.5338,-41.9683,2024-01-29
5906312,NA,1,27,-59.603,-49.778,2023-08-07
5906312,NA,1,41,-57.3203,-44.0627,2023-12-29
5906312,NA,1,35,-58.8069,-48.5585,2023-10-29
5906312,NA,1,48,-55.6077,-41.9895,2024-03-10
6903273,NA,2,130,69.436,-3.95,2019-01-06
6903273,NA,1,34,69.5,-2.533,2016-07-26
6903273,NA,2,27,69.423,-2.413,2016-06-21
6903273,NA,2,49,70.058,-5.095,2016-10-09
6903273,NA,2,136,69.293,-6.037,2019-03-10
6903273,NA,2,79,63.841,-4.303,2017-07-21
6903273,NA,2,87,64.409,-2.202,2017-10-14
6903273,NA,1,86,64.475,-2.192,2017-10-03
6903273,NA,1,92,64.169,-2.45,2017-12-06
6903273,NA,2,46,69.954,-4.914,2016-09-24
5904105,NA,1,23,-64.855,149.358,2013-06-24
5904105,NA,1,92,-65.30250088099704,150.50009103636026,2014-08-19
5904105,NA,1,100,-65.272,149.056,2014-10-15
5904105,NA,1,21,-64.879,149.61,2013-06-14
5904105,NA,2,108,-64.726,151.301,2014-12-12
5904105,NA,1,36,-64.703,147.721,2013-08-30
5904105,NA,1,20,-64.89,149.735,2013-06-09
5904105,NA,1,32,-64.75,148.225,2013-08-09
5904105,NA,1,99,-65.283,149.312,2014-10-08
5904105,NA,1,22,-64.867,149.484,2013-06-19
5905373,NA,2,144,-53.798,-149.182,2022-01-06
5905373,NA,2,119,-56.301,-164.413,2021-04-29
5905373,NA,1,122,-55.121,-164.417,2021-05-29
5905373,NA,1,126,-53.408,-163.167,2021-07-08
5905373,NA,1,125,-54.128,-162.698,2021-06-28
5905373,NA,1,64,-60.198,170.956,2019-10-23
5905373,NA,2,142,-53.524,-149.596,2021-12-17
5905373,NA,2,153,-55.554,-142.71,2022-04-07
5905373,NA,1,123,-53.921,-163.074,2021-06-08
5905373,NA,2,90,-57.811,-173.12,2020-07-11
5905376,NA,1,10,-56.282,158.161,2018-04-22
5905376,NA,1,73,-52.903,-172.585,2020-01-16
5905376,NA,2,17,-58.09,165.875,2018-07-02
5905376,NA,1,74,-52.367,-171.881,2020-01-26
5905376,NA,2,87,-53.035,-162.503,2020-06-05
5905376,NA,1,68,-53.497,-176.807,2019-11-27
5905376,NA,1,36,-55.667,-178.746,2019-01-09
5905376,NA,1,18,-57.703,168.763,2018-07-12
6901004,NA,1,191,-55.315776666666665,160.5166,2016-11-05
6901004,NA,1,163,-54.676021666666664,150.42472666666666,2016-08-03
6901004,NA,1,142,-48.771058333333336,135.64729333333332,2016-04-20
6901004,NA,2,297,-60.61314333333333,170.897825,2017-09-28
6901004,NA,1,110,-46.55067,116.96012,2016-01-01
6901004,NA,1,331,-61.727285,174.04266166666667,2017-12-05
6901004,NA,2,51,-50.270615,85.41226666666667,2015-05-14
6901004,NA,2,167,-53.480221666666665,151.326965,2016-08-23
6901004,NA,2,244,-59.365228333333334,163.80728833333333,2017-02-19
6901004,NA,1,168,-53.33117,152.24762666666666,2016-08-28
6901004,NA,2,107,-46.45138166666667,115.75780333333331,2015-12-26
6901004,NA,2,311,-62.013038333333334,172.41149333333334,2017-10-26
6901004,NA,1,189,-55.445095,159.71925,2016-11-01
6901004,NA,1,243,-59.31052666666667,164.00547666666668,2017-02-17
6901004,NA,2,266,-58.908825,167.20682666666667,2017-05-14
6901004,NA,1,245,-59.432808333333334,163.60920333333334,2017-02-21
6901004,NA,2,269,-60.079285,164.98728,2017-05-29
6901004,NA,2,346,-61.993381666666664,176.32545333333334,2018-01-04
6901004,NA,1,164,-54.22708333333333,150.06514333333334,2016-08-08
6901004,NA,1,95,-46.018005,106.552015,2015-12-02
6901004,NA,1,200,-55.368408333333335,161.65389166666668,2016-11-23
6901004,NA,2,295,-60.46925,169.94356166666665,2017-09-22
6901004,NA,1,224,-57.31872833333333,164.37534,2017-01-10
6901004,NA,2,109,-46.545965,116.79390833333332,2015-12-30
6901004,NA,1,184,-56.531605,155.52907833333333,2016-10-22
6901004,NA,1,106,-46.35688666666667,115.02153166666666,2015-12-24
6901004,NA,1,333,-61.864873333333335,173.75503,2017-12-09
6901004,NA,1,190,-55.396345,160.18601666666666,2016-11-03
6901004,NA,2,104,-46.317265,113.54265333333332,2015-12-20
6901004,NA,2,117,-46.57031,118.77978666666668,2016-01-23
6901004,NA,1,260,-59.48004,166.363805,2017-04-14
6901004,NA,2,208,-55.68474833333333,160.931285,2016-12-09
6901004,NA,1,111,-46.55786833333333,117.02034833333332,2016-01-03
6901521,NA,1,56,60.26953833333334,-49.59189666666666,2014-02-05
2903672,NA,1,97,32.592,151.499,2022-04-22
2903672,NA,1,100,32.651,150.797,2022-05-07
2903672,NA,1,51,36.879,150.486,2021-09-04
2903672,NA,2,73,34.23,154.008,2021-12-23
2903672,NA,1,101,32.687,150.621,2022-05-12
5906583,NA,2,2,-63.8357,160.3029,2023-01-25
5906583,NA,2,11,-63.2927,160.5271,2023-04-28
5904660,NA,2,34,-58.923,-46.927,2016-12-14
5904660,NA,2,39,-59.154,-45.784,2017-02-04
5904660,NA,1,36,-59.755,-45.165,2017-01-04
5904660,NA,1,61,-55.671,-39.968,2017-09-21
5904660,NA,1,51,-58.11,-37.247,2017-06-09
5904660,NA,1,28,-58.75,-47.48,2016-10-13
