CYCLE_NUMBER,LATITUDE,LONGITUDE,WMO,Category,TIME,PRES_ADJUSTED,CONSISTENT_ANOM
217,-50.829,81.779,1901329,4,2012-01-31,260,1
249,-52.437,88.746,1901329,4,2012-02-16,260,1
299,-50.359,88.08,1901329,4,2012-03-11,300,0
438,-51.875,87.39,1901338,0,2014-05-31,340,1
474,-51.08,90.829,1901338,0,2014-06-10,420,1
491,-52.064,92.25,1901338,0,2014-06-15,580,1
665,-53.42361853484945,91.1560488203534,1901338,0,2014-08-11,420,1
700,-53.699,91.179,1901338,0,2014-08-22,220,1
84,-48.089,75.413,1901339,0,2014-02-25,220,0
342,-47.945,78.854,1901339,1,2014-05-10,460,1
393,-49.127,79.484,1901339,4,2014-05-25,380,1
410,-48.596,79.253,1901339,2,2014-05-30,380,1
448,-47.86,79.026,1901339,0,2014-06-10,420,1
513,-49.418,81.718,1901339,4,2014-06-30,260,0
529,-48.888,81.286,1901339,0,2014-07-05,420,1
567,-47.33850329626993,83.19614637410308,1901339,3,2014-07-17,380,1
576,-47.387,83.937,1901339,2,2014-07-20,500,1
592,-48.32056891830313,85.07910662831806,1901339,0,2014-07-26,380,1
605,-48.30194965025114,85.64162098023594,1901339,0,2014-07-30,420,0
607,-48.29401579404736,85.74478835976538,1901339,2,2014-07-31,380,0
608,-48.289,85.812,1901339,3,2014-07-31,420,0
609,-48.271,85.913,1901339,2,2014-08-01,420,0
611,-48.287,86.184,1901339,2,2014-08-01,340,0
613,-48.3244740584798,86.3194427328705,1901339,1,2014-08-02,300,1
616,-48.398,86.436,1901339,0,2014-08-03,380,1
619,-48.412,86.436,1901339,1,2014-08-04,300,0
620,-48.42,86.427,1901339,0,2014-08-04,420,0
622,-48.433,86.463,1901339,1,2014-08-05,380,0
623,-48.43762908258566,86.52648456117477,1901339,1,2014-08-05,260,0
628,-48.382,86.794,1901339,0,2014-08-07,300,0
632,-48.3,87.141,1901339,2,2014-08-08,260,0
634,-48.221,87.348,1901339,0,2014-08-09,420,1
636,-48.11,87.568,1901339,2,2014-08-10,420,1
637,-47.99436561384724,87.77439393342381,1901339,0,2014-08-10,260,0
638,-47.938,87.875,1901339,1,2014-08-11,300,0
639,-47.871,87.969,1901339,1,2014-08-11,300,0
641,-47.75,88.223,1901339,1,2014-08-12,300,0
643,-47.689,88.486,1901339,2,2014-08-12,300,0
645,-47.69,88.709,1901339,2,2014-08-13,300,0
646,-47.71137281019461,88.78952081980293,1901339,1,2014-08-13,260,1
647,-47.733,88.871,1901339,1,2014-08-13,260,0
649,-47.824,88.974,1901339,0,2014-08-14,220,1
650,-47.862866763405606,88.99204528300974,1901339,1,2014-08-14,220,0
655,-47.985,88.943,1901339,2,2014-08-16,220,0
667,-47.371,89.037,1901339,0,2014-08-20,260,0
670,-47.334,89.205,1901339,1,2014-08-21,340,0
682,-47.204,88.855,1901339,0,2014-08-25,260,1
685,-46.893,88.759,1901339,0,2014-08-26,500,0
686,-46.806,88.749,1901339,0,2014-08-27,420,1
687,-46.7,88.775,1901339,0,2014-08-27,500,0
689,-46.579,88.849,1901339,0,2014-08-28,500,0
691,-46.509,88.97,1901339,0,2014-08-28,500,0
692,-46.503,89.025,1901339,2,2014-08-29,420,1
707,-46.819,89.098,1901339,0,2014-09-03,220,1
708,-46.811,89.075,1901339,0,2014-09-03,220,0
710,-46.779,89.026,1901339,0,2014-09-04,220,0
712,-46.726,88.956,1901339,0,2014-09-04,260,0
715,-46.612,88.829,1901339,1,2014-09-06,220,0
725,-45.85,88.891,1901339,2,2014-09-09,460,0
727,-45.737,89.1,1901339,2,2014-09-10,500,0
733,-45.786,89.57,1901339,2,2014-09-12,540,0
734,-45.829,89.574,1901339,1,2014-09-12,500,0
736,-45.925,89.555,1901339,2,2014-09-13,500,0
737,-45.967,89.521,1901339,2,2014-09-13,500,0
738,-46,89.475,1901339,2,2014-09-14,500,0
741,-46.055,89.307,1901339,2,2014-09-15,500,0
6,-20.5308,78.3048,1901348,4,2015-07-10,220,1
8,-20.5519,78.2558,1901348,3,2015-07-10,220,1
12,-20.6151,78.1502,1901348,0,2015-07-12,220,1
23,-20.8757,77.8767,1901348,3,2015-07-15,220,1
24,-20.912752224060743,77.86956401610682,1901348,2,2015-07-15,220,1
28,-21.0243,77.8437,1901348,2,2015-07-16,220,1
32,-21.1089,77.8831,1901348,3,2015-07-17,220,1
34,-21.1657,77.8939,1901348,4,2015-07-18,220,1
48,-21.7858,77.9217,1901348,0,2015-07-22,260,1
52,-21.9411,78.0096,1901348,0,2015-07-24,220,1
55,-22.0791,78.0939,1901348,0,2015-07-24,260,1
56,-22.1071,78.1247,1901348,0,2015-07-25,260,1
57,-22.1452,78.1554,1901348,3,2015-07-25,260,1
59,-22.2135,78.22,1901348,0,2015-07-26,260,NA
60,-22.2422,78.2522,1901348,0,2015-07-26,260,1
9,48.432,-15.033,1902303,3,2021-05-13,540,1
31,48.624,-15.068,1902304,2,2021-06-04,580,1
92,49.008,-18.014,1902304,0,2022-05-25,380,1
113,51.16,-16.703,1902304,0,2022-12-27,260,1
114,50.643,-16.537,1902304,0,2023-01-06,260,1
116,49.636,-14.907,1902304,2,2023-01-26,380,1
117,49.108,-15.857,1902304,0,2023-02-05,420,1
144,52.3073,-15.2236,1902304,0,2023-11-10,540,1
148,54.1711,-14.9503,1902304,0,2023-12-20,220,1
149,54.2911,-15.304,1902304,0,2023-12-30,260,1
150,54.2612,-16.1974,1902304,1,2024-01-09,220,1
151,54.2477,-16.829,1902304,0,2024-01-19,420,1
152,54.5069,-17.8548,1902304,2,2024-01-30,420,1
155,54.6582,-19.2434,1902304,0,2024-03-01,380,1
159,56.3245,-18.9868,1902304,2,2024-04-10,700,1
161,56.5093,-18.9121,1902304,0,2024-04-30,660,1
164,57.4625,-19.7992,1902304,2,2024-05-30,300,0
172,60.5847,-19.7548,1902304,1,2024-08-18,580,1
173,60.6302,-18.4135,1902304,1,2024-08-28,260,0
3,-11.959,79.762,1902332,2,2019-12-20,220,0
6,-11.851,79.569,1902332,2,2019-12-23,260,0
7,-11.814,79.508,1902332,2,2019-12-24,260,0
8,-11.792,79.471,1902332,1,2019-12-25,260,0
9,-11.776,79.413,1902332,1,2019-12-26,260,0
10,-11.76,79.368,1902332,1,2019-12-27,260,0
11,-11.745,79.308,1902332,1,2019-12-28,260,1
15,-11.675,79.088,1902332,0,2020-01-01,260,1
20,-11.594,78.841,1902332,1,2020-01-06,220,0
21,-11.573,78.797,1902332,1,2020-01-07,220,0
23,-11.522,78.71,1902332,3,2020-01-09,220,0
24,-11.5,78.668,1902332,0,2020-01-10,220,0
25,-11.47,78.627,1902332,0,2020-01-11,220,0
26,-11.434,78.581,1902332,2,2020-01-12,220,0
27,-11.406,78.545,1902332,1,2020-01-13,220,0
28,-11.374,78.504,1902332,2,2020-01-14,220,0
29,-11.342,78.468,1902332,1,2020-01-15,220,0
30,-11.192,78.285,1902332,1,2020-01-19,220,0
31,-11.056,78.14,1902332,1,2020-01-24,220,0
32,-10.938,77.976,1902332,2,2020-01-28,260,0
35,-10.687,77.754,1902332,0,2020-02-10,300,0
37,-10.634,77.763,1902332,0,2020-02-18,260,0
39,-10.814,77.776,1902332,1,2020-02-27,220,0
48,-10.72,78.572,1902332,1,2020-04-06,220,1
49,-10.662,78.754,1902332,3,2020-04-10,300,0
50,-10.684,78.956,1902332,0,2020-04-14,260,1
51,-10.782,79.15,1902332,0,2020-04-18,300,0
54,-11.069,79.591,1902332,2,2020-05-01,220,0
58,-11.459,79.835,1902332,1,2020-05-18,220,0
59,-11.484,79.865,1902332,1,2020-05-23,220,1
60,-11.518,79.893,1902332,1,2020-05-27,220,1
65,-11.622,80.127,1902332,0,2020-06-17,220,0
89,-13.32,81.199,1902332,0,2020-09-28,220,1
98,-13.684,82.367,1902332,0,2020-11-06,260,0
100,-13.491,82.628,1902332,1,2020-11-14,300,0
101,-13.407,82.817,1902332,1,2020-11-18,340,1
102,-13.316,83.086,1902332,2,2020-11-23,340,1
103,-13.273,83.357,1902332,2,2020-11-27,380,1
107,-13.377,84.475,1902332,0,2020-12-14,380,1
110,-13.754,84.823,1902332,2,2020-12-27,380,1
112,-13.875,84.836,1902332,1,2021-01-04,220,0
113,-13.827,84.758,1902332,0,2021-01-09,220,0
117,-13.473,83.87,1902332,0,2021-01-26,340,1
118,-13.374,83.567,1902332,1,2021-01-30,260,0
119,-13.293,83.23,1902332,0,2021-02-03,300,0
120,-13.227,82.856,1902332,0,2021-02-08,340,1
121,-13.192,82.528,1902332,0,2021-02-12,340,0
122,-13.14,82.191,1902332,2,2021-02-16,260,0
124,-13.083,81.52,1902332,0,2021-02-25,300,1
125,-13.08,81.207,1902332,2,2021-03-01,300,0
142,-13.15,78.202,1902332,1,2021-05-13,220,0
143,-12.968,78.01,1902332,0,2021-05-17,220,1
145,-12.626,77.568,1902332,0,2021-05-26,260,1
146,-12.468,77.346,1902332,1,2021-05-30,260,1
147,-12.343,77.149,1902332,1,2021-06-03,260,1
148,-12.246,77.002,1902332,1,2021-06-08,300,1
149,-12.15,76.917,1902332,2,2021-06-12,300,1
150,-12.059,76.877,1902332,0,2021-06-16,420,0
154,-11.888,77.149,1902332,2,2021-07-03,260,1
155,-11.92,77.277,1902332,1,2021-07-08,260,0
156,-11.991,77.358,1902332,1,2021-07-12,260,1
157,-12.121,77.413,1902332,0,2021-07-16,260,0
158,-12.28,77.446,1902332,1,2021-07-20,260,1
159,-12.448,77.456,1902332,1,2021-07-25,220,1
160,-12.59,77.498,1902332,1,2021-07-29,220,1
161,-12.689,77.56,1902332,0,2021-08-02,300,1
175,-12.145,78.555,1902332,1,2021-10-01,220,0
176,-12.33,78.508,1902332,2,2021-10-05,300,0
177,-12.516,78.451,1902332,0,2021-10-10,260,0
183,-13.02,78.214,1902332,0,2021-11-04,340,1
187,-13.212,78.089,1902332,0,2021-11-21,260,1
189,-13.332,78.017,1902332,0,2021-11-30,220,1
190,-13.41,78.005,1902332,1,2021-12-04,220,1
194,-13.716,78.146,1902332,0,2021-12-21,260,0
195,-13.8,78.165,1902332,0,2021-12-26,220,1
198,-13.983,78.035,1902332,0,2022-01-08,220,1
2,18.183,-37.862,1902380,2,2022-01-28,300,0
3,18.304,-37.694,1902380,2,2022-02-07,300,0
4,18.521,-37.454,1902380,2,2022-02-17,300,0
5,18.624,-37.272,1902380,2,2022-02-27,340,1
6,18.507,-37.276,1902380,2,2022-03-09,300,0
23,18.732,-38.713,1902380,0,2022-08-26,300,0
4,16.346,-33.522,1902381,0,2022-02-16,220,0
14,16.075,-33.646,1902381,2,2022-05-27,340,1
45,16.7979,-37.7246,1902381,2,2023-04-02,420,1
80,19.159300000000002,-30.289,1902382,0,2024-03-16,220,0
89,17.416,-29.5881,1902382,0,2024-06-13,260,0
91,18.4563,-29.3493,1902382,1,2024-07-03,380,1
92,18.7273,-29.51,1902382,1,2024-07-13,340,1
9,21.346,-60.256,1902383,2,2022-04-12,700,1
16,20.29,-38.965,1902384,3,2022-06-18,420,1
53,21.6595,-44.5449,1902384,0,2023-06-22,220,0
36,-1.993,71.5785,1902453,0,2024-05-16,380,0
37,-2.105,71.7971,1902453,0,2024-05-26,420,0
2,3.6956,66.0978,1902454,0,2023-06-13,300,0
23,3.3717,63.8285,1902454,0,2024-01-09,420,0
24,2.9426,63.2357,1902454,2,2024-01-19,300,0
29,2.237,62.4597,1902454,0,2024-03-09,420,0
30,2.3667,61.8815,1902454,0,2024-03-19,540,0
31,2.7275,60.9543,1902454,0,2024-03-29,220,0
32,2.9053,60.0211,1902454,1,2024-04-08,300,0
33,3.144,59.1798,1902454,2,2024-04-18,340,0
37,4.6227,58.2742,1902454,0,2024-05-28,460,0
38,4.3988,57.4427,1902454,0,2024-06-07,260,0
41,4.305,55.6639,1902454,0,2024-07-07,220,0
42,3.8712,55.1718,1902454,0,2024-07-17,340,0
43,3.4167,54.6538,1902454,2,2024-07-27,380,0
45,3.0675,55.1221,1902454,0,2024-08-16,220,0
47,3.0234,56.7168,1902454,2,2024-09-05,220,0
21,2.6705,65.2809,1902455,0,2023-12-18,220,0
34,3.0393,64.0241,1902455,0,2024-04-26,220,0
37,3.4988,65.0413,1902455,0,2024-05-26,340,0
50,-25.867,51.8989,1902456,1,2024-09-09,260,1
35,11.6652,67.46,1902458,0,2024-05-19,620,1
19,-23.502,-1.3329,1902500,0,2024-08-24,220,0
12,-48.74772483333333,74.10736133333333,1902593,0,2023-05-01,260,0
14,-48.98344083333333,73.089838,1902593,2,2023-05-21,300,1
21,-48.2073295,75.40187066666667,1902593,2,2023-07-30,260,1
25,-49.509820833333336,77.5754115,1902593,0,2023-09-08,300,1
26,-49.40669966666666,78.2645275,1902593,0,2023-09-18,380,1
32,-51.9164595,83.09371133333335,1902593,0,2023-11-17,660,0
33,-52.86834333333333,82.49683216666666,1902593,0,2023-11-27,220,1
34,-52.82174966666666,86.594218,1902593,0,2023-12-07,260,1
35,-52.326438666666675,86.80486199999999,1902593,0,2023-12-17,260,1
38,-52.96140066666667,83.69892066666668,1902593,0,2024-01-16,540,1
39,-51.96729083333333,86.70298900000002,1902593,3,2024-01-26,220,0
42,-52.15910716666667,90.31837416666669,1902593,0,2024-02-25,260,0
46,-50.86026449999999,89.45137866666667,1902593,2,2024-04-05,220,1
47,-50.34017683333333,93.10430766666666,1902593,0,2024-04-15,300,0
48,-50.68774416666667,92.982027,1902593,2,2024-04-25,260,1
49,-51.9874945,92.73728616666668,1902593,0,2024-05-05,380,0
51,-52.21354233333333,94.31016416666668,1902593,0,2024-05-25,220,1
52,-51.18110183333333,92.37709983333336,1902593,0,2024-06-04,220,1
53,-50.872047499999994,92.62599816666668,1902593,2,2024-06-14,260,0
54,-49.80592016666666,95.54223,1902593,2,2024-06-24,460,1
55,-49.44930916666667,98.11939499999998,1902593,0,2024-07-04,260,1
57,-49.86338116666668,99.36961850000002,1902593,0,2024-07-24,300,1
3,67.16848833333333,-3.8867616666666662,1902602,0,2023-05-30,220,1
11,67.43616333333334,-2.796965,1902602,0,2023-07-09,220,0
12,67.48097166666666,-2.6020916666666665,1902602,0,2023-07-14,220,1
14,67.77603666666667,-2.7299066666666665,1902602,0,2023-07-24,220,1
19,67.868215,-2.9853216666666667,1902602,0,2023-08-18,220,1
21,67.90701333333334,-2.8246166666666666,1902602,0,2023-08-28,260,1
23,67.95949333333333,-2.678581666666666,1902602,0,2023-09-07,260,1
26,67.74793166666667,-2.464401666666667,1902602,0,2023-09-22,220,1
49,68.103695,-4.10888,1902602,0,2024-01-15,300,1
50,68.247925,-4.601936666666667,1902602,3,2024-01-20,300,0
51,68.33073666666667,-4.805526666666667,1902602,1,2024-01-25,220,1
52,68.41344166666667,-4.745868333333333,1902602,2,2024-01-30,220,0
53,68.47372,-4.59201,1902602,1,2024-02-04,220,1
56,68.36023833333333,-4.8666833333333335,1902602,0,2024-02-19,220,1
58,68.07992,-4.9586,1902602,0,2024-02-29,220,1
59,68.04517333333334,-5.118235,1902602,3,2024-03-05,220,1
61,68.14627833333333,-5.254796666666667,1902602,1,2024-03-15,220,1
62,67.9225,-4.990121666666667,1902602,0,2024-03-20,260,0
63,67.731075,-4.692445,1902602,2,2024-03-25,220,1
64,67.620885,-4.5985499999999995,1902602,1,2024-03-30,220,1
65,67.497035,-4.6837333333333335,1902602,0,2024-04-04,700,0
66,67.34371833333333,-4.69515,1902602,2,2024-04-09,580,0
70,67.325015,-4.7352533333333335,1902602,0,2024-04-29,220,1
72,67.32332166666667,-4.679443333333333,1902602,0,2024-05-09,220,1
75,67.21388,-4.7611083333333335,1902602,0,2024-05-24,220,1
77,67.15675,-4.86153,1902602,0,2024-06-03,220,1
80,66.982855,-3.9498733333333336,1902602,0,2024-06-18,220,1
81,67.04591166666667,-3.7121483333333334,1902602,0,2024-06-23,580,0
82,67.214695,-3.5560916666666667,1902602,0,2024-06-28,220,1
83,67.35317666666667,-3.3834466666666665,1902602,0,2024-07-03,220,1
85,67.63505,-3.1962883333333334,1902602,0,2024-07-13,220,1
86,67.782175,-3.43166,1902602,0,2024-07-18,220,1
87,67.94987333333333,-3.685121666666667,1902602,0,2024-07-23,220,1
88,68.15008833333333,-4.134741666666667,1902602,0,2024-07-28,220,1
89,68.20384333333334,-4.451818333333334,1902602,0,2024-08-02,220,1
91,68.19472166666667,-4.446193333333333,1902602,0,2024-08-12,220,1
92,68.09915,-4.458046666666666,1902602,0,2024-08-17,220,1
4,-45.1914,118.3714,1902643,0,2024-03-24,420,1
11,-49.7913,131.9743,1902643,2,2024-06-03,460,1
18,-51.4468,147.367,1902643,1,2024-08-15,540,1
20,-50.1247,149.1811,1902643,1,2024-09-04,660,0
22,-19.8473,-72.6743,1902644,2,2024-07-22,540,0
14,32.9924,-179.7795,1902646,0,2024-03-12,380,0
2,20.771526666666663,65.33213,2902091,0,2013-02-24,300,1
3,20.786786666666668,65.33871333333333,2902091,0,2013-02-25,300,1
4,20.790275,65.34527666666666,2902091,0,2013-02-26,300,1
6,20.775553333333335,65.361875,2902091,0,2013-02-28,300,1
17,19.44537383572033,67.11802275515358,2902092,0,2013-05-04,220,0
41,19.84183997876966,66.86938378386444,2902092,0,2013-12-30,220,1
45,19.76131789537664,66.61681690294188,2902092,0,2014-02-08,260,1
48,19.107512165113576,65.94017696575156,2902092,0,2014-03-10,260,1
50,18.805678333333333,65.299375,2902092,0,2014-03-30,220,1
51,18.885566666666666,64.750865,2902092,0,2014-04-09,260,1
52,18.943268347413316,64.60474314635653,2902092,2,2014-04-19,340,1
57,18.898463814691578,64.05265622626686,2902092,2,2014-06-08,220,1
58,18.950129355723192,64.14176660006925,2902092,3,2014-06-18,300,1
59,19.00182361179776,64.23092650027088,2902092,0,2014-06-28,220,0
60,19.053521457252693,64.32009259127238,2902092,0,2014-07-08,260,1
61,19.10521212394688,64.40924630067408,2902092,0,2014-07-18,220,0
63,19.20859345733528,64.58755371947751,2902092,2,2014-08-07,260,1
64,19.260294892170588,64.67672600127895,2902092,0,2014-08-17,260,1
65,19.311978380104037,64.76586732908083,2902092,1,2014-08-27,260,1
71,19.805803552923084,65.49479745980688,2902092,0,2014-10-26,260,1
72,19.713245,65.70503833333333,2902092,0,2014-11-05,260,1
74,19.066898333333334,65.74642,2902092,0,2014-11-25,260,0
75,19.20175963983156,65.81279101277431,2902092,0,2014-12-05,380,1
77,19.47249172190249,65.94602984119825,2902092,0,2014-12-25,220,0
80,19.878787349827995,66.14598528439683,2902092,0,2015-01-24,220,0
97,19.612073584067925,66.28046076450754,2902092,0,2015-07-13,220,0
103,20.06949,65.82565333333334,2902092,0,2015-09-11,220,0
105,20.183435716917508,65.57270486773523,2902092,0,2015-10-01,220,0
119,19.135966588670843,66.11438490757486,2902092,0,2016-02-18,300,1
120,18.944333333333333,66.07244,2902092,0,2016-02-28,380,0
122,18.580988333333337,65.56457833333333,2902092,0,2016-03-19,260,1
135,18.371964498818897,64.13240311995841,2902092,0,2016-07-27,220,0
136,18.372374468251145,64.08130213347177,2902092,0,2016-08-06,380,1
10,17.8761,67.98709166666667,2902093,0,2013-03-10,220,0
12,17.984106666666666,67.87282,2902093,0,2013-03-25,580,1
43,18.658386666666665,66.87193833333333,2902093,0,2014-01-29,220,1
45,18.372651666666663,67.18057166666667,2902093,0,2014-02-18,260,0
46,18.248543333333338,67.12651833333334,2902093,0,2014-02-28,300,1
47,18.065378333333335,67.03318333333333,2902093,0,2014-03-10,220,0
51,17.725348333333333,67.24446833333333,2902093,0,2014-04-19,260,0
53,17.860823333333332,67.08382333333333,2902093,0,2014-05-09,340,1
54,17.843401666666665,67.00433666666666,2902093,0,2014-05-19,300,1
55,17.78066,66.97871833333333,2902093,0,2014-05-29,340,1
66,17.843238333333332,67.32354166666667,2902093,0,2014-09-16,340,1
72,18.25825,65.682855,2902093,0,2014-11-15,420,1
75,18.705735,66.29724833333333,2902093,0,2014-12-15,340,1
78,18.895955,66.55190333333333,2902093,0,2015-01-14,380,1
79,18.930723333333333,66.49923333333334,2902093,0,2015-01-24,340,1
81,18.705901666666666,66.21831833333333,2902093,0,2015-02-13,300,1
88,18.155156666666667,66.04362833333333,2902093,0,2015-04-24,460,1
89,17.849615,66.459075,2902093,0,2015-05-04,420,1
91,17.537376666666667,66.719785,2902093,0,2015-05-24,260,1
96,18.419333333333334,66.84376,2902093,0,2015-07-13,300,0
103,17.79309,67.37011666666666,2902093,0,2015-09-21,260,1
116,18.348593333333337,65.593385,2902093,0,2016-01-29,380,0
117,18.31886666666667,65.475585,2902093,0,2016-02-08,220,0
119,17.894888333333334,65.41141333333333,2902093,0,2016-02-28,500,1
124,18.091548333333332,65.7908,2902093,0,2016-04-18,420,0
125,18.11805,65.85065666666667,2902093,0,2016-04-28,340,1
131,17.775823333333335,65.53479666666667,2902093,0,2016-06-27,300,0
135,18.132108333333335,66.823025,2902093,0,2016-08-06,220,0
156,17.39734,68.415835,2902093,0,2017-03-04,300,0
157,17.049188333333333,68.135895,2902093,0,2017-03-14,340,1
158,16.50362833333333,67.81401666666666,2902093,0,2017-03-24,340,1
166,17.257771666666667,69.58826,2902093,0,2017-06-12,420,1
174,16.60188,69.60083833333333,2902093,0,2017-08-31,500,1
175,16.613038333333332,69.7257,2902093,0,2017-09-10,500,1
176,16.836055000000002,69.931755,2902093,0,2017-09-20,260,1
188,17.982773333333334,67.213615,2902093,0,2018-01-18,220,1
192,17.769443333333335,66.77129333333333,2902093,0,2018-02-27,220,0
193,17.655496666666668,67.060755,2902093,0,2018-03-09,500,1
207,16.217948333333332,65.32088166666666,2902093,0,2018-07-27,500,1
228,15.936711666666667,68.77721166666667,2902093,0,2019-02-22,500,1
15,-55.096,27.62,2902177,0,2015-08-14,220,1
18,-56.316,24.968,2902177,0,2015-09-12,220,1
108,8.907,84.255,2902195,0,2017-06-30,300,1
123,8.966,83.401,2902195,0,2017-09-11,340,1
124,9.177,83.955,2902195,0,2017-09-16,260,1
150,5.769,83.102,2902195,0,2018-01-20,260,0
152,5.625,82.98,2902195,0,2018-01-29,380,1
204,20.045,62.807,2902204,0,2019-03-09,340,1
207,19.504,62.426,2902204,0,2019-04-08,300,1
210,19.789,61.958,2902204,0,2019-05-08,380,0
51,14.350271,65.741425,2902270,0,2020-06-12,580,1
106,15.276852,65.986084,2902270,0,2021-12-20,580,1
113,14.466578,66.828011,2902270,0,2022-02-28,340,0
117,13.393338,65.878082,2902270,0,2022-04-10,340,0
132,12.484468,63.917591,2902270,0,2022-09-11,580,1
133,12.832555,64.547684,2902270,0,2022-09-21,540,1
135,13.095705,65.277107,2902270,0,2022-10-11,540,1
137,13.462263,65.078758,2902270,0,2022-10-31,420,1
141,14.246757,64.830582,2902270,0,2022-12-10,460,1
149,14.758357,66.112984,2902270,0,2023-03-01,660,1
153,13.86719,65.355888,2902270,3,2023-04-11,620,1
181,14.592847,64.956169,2902270,0,2024-01-30,340,0
54,15.679298,69.408501,2902271,0,2020-10-15,300,1
76,14.785546,66.198563,2902271,0,2021-05-23,260,0
89,15.173755,66.500053,2902271,0,2021-10-01,460,1
101,16.396013,65.955437,2902271,0,2022-01-28,460,1
115,14.605045,66.737511,2902271,0,2022-06-18,540,1
8,16.202354,68.371185,2902272,0,2019-07-14,460,1
10,16.524033,68.431427,2902272,0,2019-08-03,540,1
68,17.674789,68.23024,2902272,0,2021-03-05,380,0
69,17.757128,68.455208,2902272,0,2021-03-15,380,1
75,16.626774,67.763657,2902272,0,2021-05-14,380,1
77,15.865115,67.293518,2902272,0,2021-06-03,460,1
87,17.910988,67.260635,2902272,0,2021-09-11,460,1
103,18.656218,64.758217,2902272,0,2022-02-18,380,0
106,18.579571,63.90659,2902272,0,2022-03-20,380,1
113,17.613274,64.069969,2902272,0,2022-05-29,260,0
119,18.680977,62.997383,2902272,0,2022-07-28,260,1
135,18.155157,63.401546,2902272,0,2023-01-04,380,1
159,17.598431,65.45018,2902272,0,2023-08-31,220,1
179,17.642572,61.975216,2902272,0,2024-03-18,220,1
180,17.666599,61.734127,2902272,0,2024-03-28,220,0
6,18.54533,68.246429,2902273,0,2019-06-24,460,1
15,18.961605,68.853729,2902273,0,2019-09-22,380,1
36,18.441507,69.182701,2902273,0,2020-04-19,380,0
57,17.779886,70.568825,2902273,0,2020-11-15,460,1
65,18.309519,69.436882,2902273,0,2021-02-03,380,1
78,18.112289,69.328194,2902273,0,2021-06-13,380,0
108,16.590193,68.910202,2902273,0,2022-04-09,460,1
122,15.868722,66.153946,2902273,0,2022-08-27,460,1
18,18.779743,66.004112,2902274,0,2019-10-22,380,1
18,20.276627,66.829185,2902275,0,2019-07-31,220,0
21,20.371645,66.95797,2902275,0,2019-08-15,260,1
41,20.787571,66.654518,2902275,0,2019-11-24,380,1
53,20.647459,68.060425,2902275,0,2020-01-28,260,0
105,22.572037,65.197456,2902275,0,2020-11-12,260,1
106,22.553963,65.27021,2902275,0,2020-11-17,220,0
107,22.530697,65.353401,2902275,0,2020-11-22,220,0
109,22.432184,65.540337,2902275,0,2020-12-03,300,1
133,20.905048,65.468964,2902275,2,2021-04-14,300,1
157,18.701769,66.197258,2902275,0,2021-09-05,380,1
215,17.056704,69.333504,2902275,0,2022-08-10,460,1
216,16.961004,69.447289,2902275,0,2022-08-16,380,1
228,18.061237,69.878021,2902275,0,2022-10-27,380,1
3,18.766115,67.378349,2902276,0,2019-06-04,380,1
9,20.236584,66.770805,2902276,2,2019-08-02,260,1
10,20.321184,66.87429,2902276,0,2019-08-12,260,1
38,19.643299,65.816612,2902276,0,2020-05-18,260,1
40,19.4622,65.83622,2902276,3,2020-06-07,300,1
53,20.560255,67.42971,2902276,0,2020-10-15,380,1
56,20.40925,66.922844,2902276,0,2020-11-14,460,1
61,20.348724,66.577721,2902276,0,2021-01-03,260,0
101,21.962,63.976,2902276,3,2022-02-09,220,1
23,19.843063,66.466866,2902277,0,2019-12-28,380,1
43,20.020475,67.357948,2902277,0,2020-07-15,460,1
55,19.253202,68.06871,2902277,0,2020-11-12,380,0
100,19.315332,68.011391,2902277,2,2022-02-05,260,1
107,19.597727,66.865067,2902277,0,2022-04-16,260,1
109,19.651941,66.05674,2902277,0,2022-05-06,300,1
115,20.110081,66.419312,2902277,0,2022-07-05,220,1
128,19.691908,65.113579,2902277,2,2022-11-12,220,1
145,20.860178,65.280312,2902277,0,2023-05-01,260,1
155,18.644682,64.279846,2902277,3,2023-08-09,220,1
161,18.906673,65.118645,2902277,0,2023-10-08,220,1
162,19.08786,65.299873,2902277,0,2023-10-18,220,1
6,-48.003571,58.84483,2902295,1,2020-04-20,380,0
9,-47.129047,63.081348,2902295,2,2020-05-20,380,0
12,-45.102158,66.893791,2902295,3,2020-06-19,380,1
32,-49.91029,86.998497,2902295,1,2021-01-05,380,0
33,-50.312027,87.488129,2902295,2,2021-01-15,220,1
36,-50.586056,85.80748,2902295,2,2021-02-14,220,0
38,-50.741543,85.878723,2902295,0,2021-03-06,300,0
1,-50.445564,57.443913,2902296,0,2020-02-29,300,0
55,-54.056091,69.769165,2902296,0,2021-08-21,220,1
58,-54.589527,70.071457,2902296,0,2021-09-20,220,1
66,-55.104012,73.775017,2902296,3,2021-12-09,220,1
93,-54.559464,77.556747,2902296,0,2022-09-03,220,1
109,-50.449718,78.030861,2902296,0,2023-02-09,220,0
120,-49.647694,77.527466,2902296,2,2023-05-30,500,1
122,-49.470119,77.176353,2902296,2,2023-06-19,460,1
123,-49.797165,77.672028,2902296,1,2023-06-29,220,0
138,-52.169621,85.038719,2902296,1,2023-11-26,220,1
139,-52.950504,84.605225,2902296,1,2023-12-06,300,1
141,-53.438789,85.95549,2902296,1,2023-12-26,300,1
148,-53.08363,82.657967,2902296,1,2024-03-05,540,0
2,-64.491211,70.635094,2902299,0,2020-02-24,660,1
