CYCLE_NUMBER,LATITUDE,LONGITUDE,WMO,Category,TIME,PRES_ADJUSTED,CONSISTENT_ANOM
111,-57.447,-21.279,5905991,1,2022-02-04,220,1
132,-57.92,-2.525,5905991,2,2022-09-04,260,0
140,-56.44,-1.622,5905991,2,2022-11-23,420,1
121,-58.317,-18.108,5905992,2,2022-05-11,300,1
133,-57.267,-4.667,5905992,1,2022-09-10,260,0
23,-71.78147702982233,-23.25419734754246,5905993,0,2019-08-15,420,1
25,-71.992,-24.84,5905993,2,2019-09-04,500,NA
28,-66.73870210978784,-17.274441506826463,5905995,0,2019-10-06,260,0
30,-66.79029186879802,-17.656550866255714,5905995,0,2019-10-26,260,0
34,-66.89349617755475,-18.420953202416968,5905995,0,2019-12-05,220,0
36,-66.94515734823864,-18.803591485985805,5905995,0,2019-12-25,260,1
37,-66.971,-18.995,5905995,0,2020-01-04,220,1
38,-66.991,-18.868,5905995,0,2020-01-14,300,1
39,-67.226,-18.839,5905995,0,2020-01-24,220,0
40,-67.353,-18.676,5905995,0,2020-02-03,300,1
42,-67.487,-18.992,5905995,0,2020-02-23,300,1
70,-67.63701519747318,-21.607231705875108,5905995,0,2020-11-29,260,0
90,-67.65881944355739,-22.765775148254193,5905995,0,2021-06-19,260,0
26,-50.565,15.771,5905996,1,2019-08-30,220,1
34,-51.07,20.183,5905996,2,2019-11-18,220,1
38,-49.818,21.846,5905996,0,2019-12-28,220,1
41,-49.413,21.902,5905996,0,2020-01-27,340,1
64,-50.083,43.568,5905996,0,2020-09-14,500,1
72,-50.004,46.534,5905996,0,2020-12-03,220,1
75,-51.094,45.92,5905996,0,2021-01-02,220,1
91,-51.582,53.01,5905996,0,2021-06-11,420,0
92,-52.224,52.519,5905996,0,2021-06-21,340,1
98,-51.663,52.194,5905996,0,2021-08-20,380,1
102,-51.828,51.724,5905996,0,2021-09-29,220,1
109,-48.96,47.49,5905996,2,2021-12-09,260,1
111,-48.195,47.273,5905996,0,2021-12-29,340,1
114,-46.675,48.746,5905996,1,2022-01-28,420,0
115,-47.195,49.656,5905996,0,2022-02-07,300,0
118,-47.335,51.63,5905996,0,2022-03-09,260,0
126,-44.754,55.163,5905996,2,2022-05-28,540,0
127,-45.776,55.261,5905996,3,2022-06-07,260,0
128,-46.744,56.519,5905996,0,2022-06-17,340,0
129,-46.441,55.54,5905996,0,2022-06-27,220,0
43,-64.232,118.613,5905997,3,2020-02-29,340,0
1,-62.983,104.636,5905998,0,2018-12-27,460,0
5,-61.773,103.416,5905998,0,2019-02-05,260,1
63,-63.403,122.38,5905998,0,2020-09-10,620,0
68,-63.513,121.146,5905998,0,2020-10-31,500,0
79,-64.536,125.43,5905998,2,2021-02-18,340,1
84,-64.413,126.64,5905998,2,2021-04-09,260,0
87,-64.303,126.543,5905998,2,2021-05-09,660,1
88,-64.284,126.084,5905998,1,2021-05-19,460,1
89,-64.265,125.618,5905998,0,2021-05-29,700,1
96,-64.02,122.986,5905998,0,2021-08-08,620,1
39,-63.076,97.369,5906000,2,2020-01-15,380,0
41,-63.185,96.616,5906000,0,2020-02-04,460,1
45,-63.889,97.112,5906000,2,2020-03-16,220,1
48,-63.919,97.312,5906000,2,2020-04-15,220,1
55,-63.992,94.332,5906000,0,2020-06-24,420,1
63,-64.076,90.934,5906000,2,2020-09-12,420,0
65,-64.097,90.084,5906000,1,2020-10-02,420,1
67,-64.118,89.234,5906000,0,2020-10-22,420,1
68,-64.129,88.807,5906000,1,2020-11-01,460,1
71,-64.16,87.533,5906000,0,2020-12-01,380,1
73,-64.141,86.63,5906000,0,2020-12-21,420,1
79,-63.959,83.754,5906000,0,2021-02-19,420,1
80,-63.928,83.265,5906000,2,2021-03-01,260,1
81,-64.266,83.26,5906000,1,2021-03-11,540,1
82,-64.014,83.562,5906000,1,2021-03-22,220,1
83,-64.093,83.181,5906000,1,2021-04-01,420,1
84,-63.42,85.135,5906000,1,2021-04-11,460,1
85,-62.814,86.412,5906000,1,2021-04-21,460,1
87,-61.876,85.48,5906000,1,2021-05-11,380,1
121,-58.562,86.254,5906000,2,2022-04-20,660,0
12,-61.011,89.888,5906001,2,2019-04-05,300,1
7,-61.693,89.994,5906002,0,2019-02-19,540,1
7,-59.395,-50.429,5906003,2,2019-05-02,460,1
17,-57.013,-42.827,5906003,2,2019-08-11,420,1
18,-57.0891807304057,-43.445467245530494,5906003,2,2019-08-21,460,1
20,-57.241,-44.678,5906003,1,2019-09-10,540,1
22,-56.528,-39.916,5906003,2,2019-09-30,260,0
25,-55.614,-39.888,5906003,2,2019-10-30,620,1
30,-57.231,-34.533,5906003,1,2019-12-19,220,1
31,-56.808,-32.772,5906003,1,2019-12-29,340,1
32,-56.346,-32.138,5906003,0,2020-01-08,260,1
47,-53.958,-30.772,5906003,2,2020-06-06,420,1
50,-54.341,-27.779,5906003,2,2020-07-06,340,1
81,-55.469,-15.507,5906003,0,2021-05-13,700,0
6,-60.463,-43.245,5906004,0,2019-04-24,420,1
8,-59.94,-46.085,5906004,0,2019-05-14,300,0
17,-59.392,-20.448,5906006,3,2019-08-19,460,1
18,-59.317,-20.56,5906006,2,2019-08-29,340,1
1,-60.473,30.169,5906007,2,2019-03-30,300,1
14,-58.559,35.373,5906007,1,2019-08-08,220,0
53,52.159,-139.626,5906026,0,2022-11-09,220,0
59,51.6,-139.976,5906026,0,2023-01-09,220,0
81,51.7096,-140.5311,5906026,0,2023-08-17,460,1
14,-52.675,36.722,5906030,2,2019-07-05,380,1
15,-52.394,37.194,5906030,2,2019-07-10,460,1
35,-51.368,47.544,5906030,0,2020-01-27,260,0
105,-51.473,76.602,5906030,0,2022-01-21,260,1
129,-49.427,75.946,5906030,0,2022-09-26,220,1
134,-47.416,77.088,5906030,3,2022-11-16,380,1
142,-48.967,88.328,5906030,1,2023-02-07,500,0
145,-47.625,92.689,5906030,1,2023-03-10,500,0
8,-53.786,34.375,5906031,2,2019-07-05,340,1
11,-53.734,36.396,5906031,1,2019-08-04,460,1
62,-49.49,40.524,5906031,0,2020-12-30,300,1
64,-48.472,45.185,5906031,0,2021-01-19,420,0
76,-48.546,48.903,5906031,0,2021-05-20,380,1
132,-50.229,51.475,5906031,0,2022-12-06,220,0
5,-45.752,31.392,5906032,3,2019-06-15,460,0
8,-44.713,32.824,5906032,1,2019-07-16,700,0
10,-45.091,33.472,5906032,1,2019-08-05,460,0
11,-45.478,33.621,5906032,2,2019-08-15,540,0
13,-46.281,34.474,5906032,2,2019-09-04,460,0
14,-46.548,35.099,5906032,0,2019-09-15,220,1
15,-46.508,35.864,5906032,1,2019-09-25,460,0
16,-46.376,36.882,5906032,1,2019-10-05,540,0
61,-47.253,56.289,5906032,0,2021-01-01,420,1
63,-45.787,59.085,5906032,1,2021-01-21,420,0
64,-46.019,60.592,5906032,1,2021-01-31,420,0
65,-46.836,59.91,5906032,1,2021-02-10,500,0
79,-45.846,77.471,5906032,1,2021-07-02,420,0
83,-43.968,82.283,5906032,1,2021-08-11,620,0
85,-46.667,83.038,5906032,1,2021-09-01,620,0
88,-49.87,88.226,5906032,1,2021-10-01,260,1
92,-47.139,92.236,5906032,1,2021-11-11,300,1
93,-46.4,93.054,5906032,0,2021-11-21,260,0
94,-46.645,94.093,5906032,1,2021-12-01,660,0
98,-48.63,95.188,5906032,0,2022-01-10,460,0
100,-48.655,96.159,5906032,1,2022-01-31,460,0
102,-47.965,96.687,5906032,1,2022-02-20,460,0
110,-47.74,98.3,5906032,1,2022-05-11,380,0
112,-46.655,99.029,5906032,1,2022-06-01,660,0
115,-46.827,101.299,5906032,0,2022-07-01,540,0
123,-47.581,106.105,5906032,0,2022-09-20,260,1
131,-47.936,123.803,5906032,0,2022-12-10,460,0
3,-65.639,28.516,5906033,2,2019-05-09,220,0
15,-66.11858178056197,24.578106511294223,5906033,0,2019-09-06,620,1
63,-66.99519051253645,15.613284595904291,5906033,1,2020-12-30,300,1
71,-66.299,15.116,5906033,0,2021-03-21,340,1
78,-65.97135491227993,14.52447681743925,5906033,2,2021-05-31,420,1
86,-65.68198867028175,14.233907734749662,5906033,2,2021-08-19,380,1
96,-65.74627421465871,13.545490691567352,5906033,0,2021-11-27,420,1
106,-65.695,13.815,5906033,0,2022-03-08,460,1
109,-65.733,13.179,5906033,0,2022-04-07,460,1
139,-65.79,13.501,5906033,2,2023-02-04,460,1
140,-65.825,13.519,5906033,0,2023-02-14,420,1
141,-65.845,13.645,5906033,2,2023-02-24,420,1
146,-65.857,13.607,5906033,3,2023-04-15,460,1
7,-38.491,23.343,5906035,0,2019-07-09,220,1
14,-38.872,21.484,5906035,1,2019-09-17,500,0
19,-40.138,24.946,5906035,2,2019-11-06,380,0
28,-39.895,24.514,5906035,0,2020-02-03,500,0
33,-38.374,25.887,5906035,0,2020-03-24,500,0
38,-38.291,27.64,5906035,2,2020-05-14,220,0
48,-37.696,31.543,5906035,2,2020-08-22,500,0
51,-35.717,30.008,5906035,1,2020-09-21,380,0
52,-36.159,30.067,5906035,0,2020-10-01,220,1
53,-36.421,30.445,5906035,1,2020-10-11,700,0
54,-36.722,30.323,5906035,1,2020-10-21,700,0
56,-36.569,30.187,5906035,0,2020-11-10,340,1
65,-39.382,27.011,5906035,1,2021-02-08,700,0
68,-39.754,26.013,5906035,0,2021-03-10,220,0
71,-37.495,25.706,5906035,1,2021-04-10,260,0
72,-38.097,28.768,5906035,1,2021-04-20,300,0
73,-38.633,29.886,5906035,0,2021-04-30,300,0
82,-40.52,37.869,5906035,0,2021-07-29,220,1
83,-39.79,38.904,5906035,1,2021-08-08,700,0
84,-39.86,39.316,5906035,0,2021-08-18,340,0
104,-39.985,39.099,5906035,0,2022-03-07,380,0
107,-40.166,44.237,5906035,0,2022-04-05,340,0
114,-42.541,45.84,5906035,0,2022-06-15,540,0
121,-44.056,58.775,5906035,1,2022-08-24,380,0
123,-45.566,60.968,5906035,1,2022-09-13,540,0
124,-43.605,65.297,5906035,1,2022-09-23,220,0
126,-45.16,68.229,5906035,1,2022-10-13,300,1
128,-44.603,74.427,5906035,1,2022-11-02,300,0
129,-45.514,74.5,5906035,2,2022-11-12,300,1
132,-45.353,78.315,5906035,2,2022-12-12,380,0
133,-46.533,78.465,5906035,0,2022-12-22,260,0
134,-47.207,81.694,5906035,2,2023-01-01,460,1
136,-46.077,82.814,5906035,2,2023-01-21,380,0
137,-48.015,84.512,5906035,2,2023-01-31,300,1
139,-47.673,88.383,5906035,0,2023-02-21,460,0
142,-45.704,86.9833,5906035,1,2023-03-23,340,1
143,-45.6089,86.4737,5906035,1,2023-04-02,380,0
145,-44.2567,86.1892,5906035,1,2023-04-22,340,0
9,-36.623,25.238,5906036,1,2019-07-28,500,0
12,-37.79,27.698,5906036,1,2019-08-27,500,0
24,24.299,-157.97,5906039,0,2019-07-28,220,1
139,21.584,-153.83,5906039,0,2019-11-20,460,0
242,21.686,-151.869,5906039,0,2020-03-24,300,0
47,4.534,-132.795,5906043,0,2020-05-10,260,0
124,5.292,-127.512,5906043,0,2021-06-12,220,0
128,5.113,-128.179,5906043,0,2021-07-03,220,0
173,5.1,-131.352,5906043,0,2022-02-20,220,0
42,4.475,-123.46,5906044,0,2020-05-11,220,0
105,4.565,-115.962,5906044,0,2021-04-01,220,0
1,-30.138,55.198,5906204,1,2020-01-01,300,1
6,-47.911,56.932,5906206,0,2020-03-04,220,0
47,-48.168,77.166,5906206,1,2021-04-28,620,1
62,-48.664,92.808,5906206,0,2021-09-29,220,0
63,-47.99,91.719,5906206,2,2021-10-10,380,0
64,-46.836,91.378,5906206,1,2021-10-20,500,0
65,-47.136,93.097,5906206,1,2021-10-30,260,1
66,-48.323,93.726,5906206,1,2021-11-09,500,0
67,-48.112,95.955,5906206,0,2021-11-20,540,0
72,-48.116,97.059,5906206,1,2022-01-10,300,0
77,-47.612,100.848,5906206,2,2022-03-03,460,0
83,-47.536,105.028,5906206,1,2022-05-04,380,0
97,-50.253,120.118,5906206,0,2022-09-25,460,1
98,-49.473,119.94,5906206,3,2022-10-05,500,1
99,-48.669,119.637,5906206,0,2022-10-16,300,0
118,-44.639,144.216,5906206,1,2023-04-29,380,0
125,-43.126,144.321,5906206,0,2023-07-10,500,0
128,-43.278,145.262,5906206,3,2023-08-10,380,1
27,-54.338,61.194,5906207,0,2020-10-09,220,1
28,-54.384,60.745,5906207,0,2020-10-19,220,1
74,-49.231,83.349,5906207,2,2022-02-03,420,NA
75,-50.712,85.021,5906207,1,2022-02-14,500,1
78,-49.781,87.962,5906207,0,2022-03-17,220,0
81,-51.231,90.109,5906207,0,2022-04-16,580,0
82,-51.44,92.097,5906207,0,2022-04-27,460,1
86,-50.476,94.267,5906207,3,2022-06-07,460,1
91,-47.777,94.215,5906207,1,2022-07-28,220,0
93,-46.809,95.125,5906207,0,2022-08-17,220,0
95,-46.861,97.035,5906207,3,2022-09-07,460,1
100,-47.162,97.637,5906207,1,2022-10-28,340,0
103,-47.954,99.524,5906207,2,2022-11-28,220,1
106,-48.702,104.458,5906207,0,2022-12-29,220,1
108,-49.392,106.919,5906207,1,2023-01-18,460,0
113,-49.075,111.814,5906207,0,2023-03-11,420,0
115,-49.993,116.383,5906207,0,2023-03-31,220,0
116,-50.343,119.05,5906207,3,2023-04-10,460,0
124,-53.273,123.657,5906207,1,2023-07-01,620,0
130,-53.523,129.993,5906207,1,2023-09-01,420,0
131,-54.213,131.424,5906207,1,2023-09-11,420,0
132,-54.333,131.662,5906207,0,2023-09-22,260,0
135,-54.945,133.702,5906207,0,2023-10-22,220,1
136,-53.76,133.952,5906207,1,2023-11-02,380,1
161,-52.992,136.431,5906207,0,2024-07-15,420,1
163,-51.174,138.941,5906207,1,2024-08-05,420,0
166,-51.76,146.347,5906207,1,2024-09-05,500,1
1,-40.188,57.645,5906208,1,2020-01-08,420,1
15,-39.388,60.787,5906208,0,2020-05-31,620,1
21,-35.548,56.891,5906208,0,2020-07-31,220,1
44,-42.894,71.994,5906208,1,2021-03-24,500,0
45,-43.535,70.96,5906208,1,2021-04-03,540,1
47,-44.088,75.015,5906208,0,2021-04-24,420,1
48,-44.393,74.436,5906208,3,2021-05-04,620,1
49,-43.784,74.762,5906208,1,2021-05-14,700,1
50,-42.657,74.54,5906208,1,2021-05-25,620,1
51,-42.872,73.446,5906208,1,2021-06-04,620,1
52,-42.491,74.538,5906208,1,2021-06-14,620,1
53,-41.27,74.163,5906208,1,2021-06-25,540,1
54,-41.915,73.084,5906208,0,2021-07-05,620,1
63,-39.465,74.649,5906208,0,2021-10-05,420,1
65,-38.889,74.136,5906208,0,2021-10-26,420,1
78,-39.422,72.458,5906208,1,2022-03-08,540,1
107,-40.497,68.36,5906208,2,2022-12-31,420,1
110,-39.526,71.152,5906208,0,2023-01-30,420,1
122,-39.077,73.048,5906208,0,2023-06-03,420,1
124,-38.65,72.551,5906208,3,2023-06-23,420,1
132,-37.833,70.879,5906208,2,2023-09-13,420,1
138,-40.572,71.332,5906208,2,2023-11-14,420,1
143,-41.307,75.049,5906208,2,2024-01-04,460,1
147,-40.135,76.004,5906208,0,2024-02-14,420,1
166,-40.691,72.398,5906208,1,2024-08-27,380,1
3,-44.245,57.324,5906209,1,2020-01-31,660,0
5,-44.022,57.082,5906209,2,2020-02-20,420,1
15,-45.655,64.329,5906209,2,2020-06-02,460,0
22,-45.18,75.239,5906209,1,2020-08-13,540,0
24,-45.327,76.679,5906209,0,2020-09-02,220,1
29,-45.096,76.674,5906209,2,2020-10-23,540,0
34,-44.706,81.845,5906209,1,2020-12-14,620,0
37,-44.541,83.205,5906209,2,2021-01-13,300,0
46,-46.529,86.315,5906209,1,2021-04-16,500,0
49,-47.619,90.373,5906209,1,2021-05-16,420,0
52,-46.909,92.124,5906209,1,2021-06-16,460,0
59,-46.654,95.362,5906209,0,2021-08-27,260,0
62,-44.975,97.992,5906209,2,2021-09-26,300,0
63,-45.935,99.248,5906209,0,2021-10-07,260,0
64,-46.114,100.758,5906209,1,2021-10-17,260,0
65,-44.595,103.041,5906209,2,2021-10-27,420,0
70,-46.803,113.813,5906209,0,2021-12-17,540,0
73,-45.161,117.262,5906209,2,2022-01-17,460,0
97,-45.091,116.28,5906209,0,2022-09-20,420,1
98,-45.314,115.96,5906209,0,2022-09-30,380,1
99,-46.309,116.28,5906209,0,2022-10-11,420,1
103,-45.628,119.355,5906209,0,2022-11-21,460,0
107,-46.373,118.978,5906209,2,2023-01-01,460,0
108,-47.456,120.405,5906209,2,2023-01-11,420,1
110,-47.817,124.657,5906209,0,2023-02-01,460,1
116,-50.455,134.644,5906209,2,2023-04-03,540,0
131,-48.598,141.807,5906209,0,2023-09-04,500,1
134,-49.565,146.497,5906209,1,2023-10-05,620,1
135,-50.008,146.206,5906209,0,2023-10-15,420,1
136,-50.813,149.39,5906209,0,2023-10-25,500,1
137,-50.742,148.007,5906209,0,2023-11-05,540,0
138,-51.07,148.703,5906209,0,2023-11-15,500,1
141,-50.372,147.725,5906209,0,2023-12-16,540,1
150,-48.129,145.011,5906209,0,2024-03-17,500,0
1,-60.16,-89.026,5906212,1,2019-12-10,300,0
2,-60.681,-89.666,5906212,1,2019-12-21,340,0
3,-59.577,-90.715,5906212,1,2019-12-31,380,0
4,-58.965,-89.993,5906212,1,2020-01-10,420,0
5,-59.448,-88.537,5906212,1,2020-01-21,420,0
9,-59.346,-88.19,5906212,1,2020-03-02,460,0
10,-59.509,-88.697,5906212,1,2020-03-12,260,0
14,-59.132,-89.856,5906212,2,2020-04-22,300,0
18,-60.309,-86.938,5906212,1,2020-06-02,420,1
19,-60.454,-86.052,5906212,2,2020-06-13,260,0
22,-60.038,-84.859,5906212,1,2020-07-14,420,1
23,-59.924,-84.82,5906212,1,2020-07-24,540,1
26,-59.509,-83.381,5906212,1,2020-08-24,220,1
27,-58.952,-83.498,5906212,0,2020-09-03,300,0
60,-59.146,-68.691,5906213,0,2021-08-06,340,0
61,-57.022,-68.285,5906213,0,2021-08-17,460,0
66,-55.721,-61.262,5906213,2,2021-10-07,460,0
67,-54.93525999861746,-56.16794403941367,5906213,2,2021-10-18,540,0
68,-54.15,-51.077,5906213,1,2021-10-28,300,0
81,-42.376,-57.513,5906213,0,2022-03-11,380,0
85,-43.828,-53.592,5906213,2,2022-04-22,420,0
93,-41.543,-48.138,5906213,1,2022-07-14,300,0
101,-40.466,-38.731,5906213,1,2022-10-05,260,1
107,-40.10136793210481,-38.59167988630696,5906213,3,2022-12-07,500,0
108,-40.040477177874976,-38.56841449757928,5906213,0,2022-12-18,540,0
120,-38.874,-35.606,5906213,1,2023-04-21,380,1
127,-41.623,-32.769,5906213,3,2023-07-03,620,0
137,-43.865,-26.404,5906213,0,2023-10-16,220,1
14,-37.655,116.134,5906218,3,2020-07-27,500,0
55,-43.995,94.852,5906219,0,2021-08-25,460,1
57,-45.174,100.762,5906219,0,2021-09-15,420,0
59,-45.973,106.306,5906219,1,2021-10-05,420,1
61,-44.214,110.791,5906219,0,2021-10-26,500,1
62,-43.643,112.166,5906219,3,2021-11-05,540,0
63,-43.599,112.122,5906219,3,2021-11-15,460,1
66,-42.924,113.141,5906219,0,2021-12-16,460,1
69,-43.218,112.662,5906219,2,2022-01-16,620,1
6,-48.877,80.308,5906220,1,2020-03-13,500,1
24,-48.575,84.074,5906220,2,2020-09-14,420,1
26,-47.187,86.97,5906220,1,2020-10-05,220,0
29,-50.178,88.265,5906220,2,2020-11-05,420,0
31,-49.416,88.079,5906220,1,2020-11-25,380,0
34,-50.538,92.556,5906220,1,2020-12-26,380,1
35,-50.724,93.953,5906220,1,2021-01-06,420,1
36,-49.786,96.257,5906220,1,2021-01-16,260,1
37,-50.893,97.644,5906220,2,2021-01-26,460,0
38,-51.525,99.298,5906220,1,2021-02-06,460,0
39,-52.42,101.032,5906220,2,2021-02-16,420,1
51,-50.74,99.348,5906220,2,2021-06-20,420,1
54,-49.655,101.199,5906220,0,2021-07-20,300,0
56,-49.116,102.314,5906220,1,2021-08-10,260,1
61,-49.672,102.583,5906220,2,2021-10-01,220,0
62,-49.62,101.406,5906220,1,2021-10-11,420,1
76,-49.787,107.864,5906220,2,2022-03-04,420,0
77,-50.412,109.069,5906220,2,2022-03-15,260,0
31,-60.319,-53.778,5906226,2,2020-12-05,220,1
32,-59.782,-53.291,5906226,1,2020-12-15,700,1
37,-59.558,-52.619,5906226,1,2021-02-05,460,1
46,-59.369,-48.781,5906226,2,2021-05-09,420,1
48,-59.16,-49.058,5906226,1,2021-05-30,460,1
51,-58.843,-49.478,5906226,1,2021-07-01,300,1
52,-57.412,-46.931,5906226,1,2021-07-11,460,1
59,-56.898,-43.608,5906226,1,2021-09-22,540,1
60,-57.013,-43.054,5906226,1,2021-10-02,660,1
66,-58.204,-40.56,5906226,1,2021-12-03,540,1
67,-58.374,-39.024,5906226,2,2021-12-14,420,1
69,-57.559,-36.483,5906226,0,2022-01-04,420,1
70,-58.102,-35.415,5906226,0,2022-01-14,540,1
82,-54.069,-33.625,5906226,2,2022-05-19,620,1
97,-54.419,-21.654,5906226,1,2022-10-23,220,1
98,-54.626,-21.043,5906226,2,2022-11-02,500,1
16,-66.545,-78.126,5906227,0,2020-07-05,220,0
33,-65.878,-73.447,5906227,0,2020-12-26,660,0
57,-62.234,-62.516,5906227,2,2021-09-01,300,0
61,-61.747,-59.746,5906227,1,2021-10-12,620,1
63,-61.916,-60.228,5906227,1,2021-11-01,300,1
65,-61.806,-59.968,5906227,1,2021-11-22,260,1
67,-61.747,-59.989,5906227,1,2021-12-13,540,1
68,-61.382,-57.98,5906227,1,2021-12-23,260,1
69,-60.917,-56.18,5906227,2,2022-01-03,500,1
70,-60.046,-55.3,5906227,1,2022-01-13,220,1
72,-59.48,-52.802,5906227,1,2022-02-02,420,0
75,-58.63,-50.441,5906227,0,2022-03-05,380,1
79,-58.622,-46.523,5906227,1,2022-04-16,420,1
81,-58.587,-48.018,5906227,1,2022-05-06,660,1
82,-58.103,-46.516,5906227,1,2022-05-17,340,0
87,-59.084,-43.939,5906227,1,2022-07-08,220,0
88,-58.592,-43.251,5906227,1,2022-07-18,340,1
89,-58.573,-42.922,5906227,1,2022-07-29,420,1
91,-58.539,-42.25,5906227,2,2022-08-19,460,1
94,-58.489,-41.264,5906227,1,2022-09-18,540,1
96,-58.455,-40.593,5906227,0,2022-10-09,460,1
99,-58.403,-39.579,5906227,1,2022-11-10,460,1
39,1.352,174.697,5906238,0,2021-04-17,420,1
40,35.882,-123.03,5906243,0,2020-08-01,220,0
41,36.048,-123.177,5906243,0,2020-08-06,420,0
18,-32.896,-0.508,5906244,1,2020-09-17,260,0
104,-32.464,-23.609,5906244,0,2023-02-17,420,1
107,-32.666,-23.918,5906244,0,2023-03-19,420,1
111,-31.986,-24.565,5906244,2,2023-04-29,420,1
112,-31.839,-24.953,5906244,2,2023-05-10,380,1
116,-31.274,-27.289,5906244,2,2023-06-20,380,1
122,-30.933,-30.807,5906244,2,2023-08-20,420,1
80,-31.0763354547514,-11.850753755943115,5906245,0,2022-06-20,420,1
41,-38.04,11.049,5906246,1,2021-05-12,420,1
127,-31.237,9.668,5906246,0,2023-10-11,700,0
28,-58.2515,-52.5826,5906248,1,2023-08-17,700,1
29,-58.0843,-50.7351,5906248,1,2023-08-28,620,1
34,-57.2529,-45.064,5906248,1,2023-10-19,460,1
37,-56.9638,-41.5281,5906248,1,2023-11-19,700,1
53,-54.011,-34.892,5906248,2,2024-05-04,420,1
65,-50.496,-41.488,5906248,1,2024-09-06,300,1
22,-40.912,7.044,5906249,1,2020-10-28,660,0
28,-42.207,8.627,5906249,0,2020-12-28,420,1
30,-41.646,8.062,5906249,2,2021-01-18,420,1
55,-39.442,6.842,5906249,1,2021-10-03,260,0
57,-39.316,6.733,5906249,0,2021-10-23,420,0
61,-39.857,5.942,5906249,0,2021-12-04,420,1
93,-40.623,10.582,5906249,1,2022-10-29,220,0
109,-39.527,10.365,5906249,1,2023-04-12,500,0
120,-37.978,16.025,5906249,2,2023-08-04,660,0
121,-37.686,14.93,5906249,1,2023-08-14,620,0
123,-36.746,13.737,5906249,1,2023-09-03,660,0
126,-36.258,15.688,5906249,1,2023-10-04,620,0
29,46.018,-128.356,5906293,0,2021-02-01,220,0
45,46.843,-126.865,5906293,0,2021-07-11,260,0
48,47.023,-126.934,5906293,0,2021-08-10,300,0
68,47.268,-127.355,5906293,0,2022-02-26,220,0
87,48.027,-126.799,5906293,0,2022-09-04,220,0
90,47.628,-126.355,5906293,0,2022-10-04,220,1
94,47.502,-126.422,5906293,0,2022-11-13,260,1
95,47.564,-126.555,5906293,0,2022-11-23,380,1
96,47.518,-126.873,5906293,0,2022-12-03,260,1
98,47.78,-127.168,5906293,0,2022-12-23,300,1
140,48.712,-128.111,5906293,2,2024-02-17,380,1
46,31.512,-124.945,5906294,3,2022-01-01,260,1
85,31.55,-123.654,5906294,0,2023-02-06,380,0
122,32.161,-128.397,5906294,0,2024-02-21,220,1
60,30.943,-124.497,5906295,3,2022-06-24,260,1
118,32.222,-123.152,5906295,2,2024-01-24,380,0
37,44.273,-125.435,5906296,1,2021-11-17,380,1
75,44.529,-128.793,5906296,3,2022-12-05,420,1
77,45,-128.555,5906296,2,2022-12-25,380,1
14,39.614,-126.76,5906297,0,2021-09-25,460,1
42,38.252,-133.21,5906297,0,2022-07-11,260,1
68,37.545,-131.47,5906297,0,2023-04-06,260,1
70,37.449,-131.574,5906297,2,2023-04-27,220,1
75,37.649,-131.212,5906297,3,2023-06-18,260,1
88,38.466,-130.293,5906297,2,2023-11-01,260,1
109,5.128,163.225,5906301,0,2023-04-17,460,1
59,3.985,172.497,5906303,0,2022-04-19,420,1
10,-31.957,-87.713,5906305,0,2021-01-25,380,0
13,-32.318,-87.178,5906305,0,2021-02-24,460,0
15,-32.481,-86.683,5906305,0,2021-03-16,260,0
17,-32.077,-86.559,5906305,0,2021-04-05,260,0
45,-31.032,-82.606,5906305,0,2022-01-10,220,0
47,-31.176,-82.606,5906305,0,2022-01-30,260,0
50,-31.475,-82.371,5906305,0,2022-03-01,260,0
55,-31.881,-81.463,5906305,0,2022-04-20,220,0
56,-31.805,-81.434,5906305,0,2022-04-30,220,0
57,-31.702,-81.43,5906305,0,2022-05-10,220,0
62,-31.179,-81.776,5906305,0,2022-06-28,260,1
72,-30.778,-82.205,5906305,0,2022-10-06,340,1
75,-30.226,-81.569,5906305,0,2022-11-05,220,0
98,-31.5177,-81.0219,5906305,0,2023-06-23,500,0
105,-31.746,-81.1525,5906305,0,2023-09-01,220,0
106,-31.8169,-81.0264,5906305,0,2023-09-11,220,0
107,-31.7761,-80.8487,5906305,0,2023-09-21,220,0
108,-31.6423,-80.733,5906305,0,2023-10-01,260,0
111,-31.5307,-80.8322,5906305,0,2023-10-31,340,0
112,-31.7085,-80.9127,5906305,0,2023-11-10,260,0
116,-32.7267,-80.5368,5906305,0,2023-12-20,220,0
119,-32.3331,-79.3527,5906305,0,2024-01-19,500,0
125,-31.3004,-79.6037,5906305,0,2024-03-19,220,0
132,-29.3719,-79.7376,5906305,0,2024-05-28,220,0
133,-29.3377,-79.5385,5906305,0,2024-06-07,220,0
134,-29.4121,-79.3665,5906305,0,2024-06-17,220,0
135,-29.5453,-79.3396,5906305,0,2024-06-27,220,0
142,-30.6025,-80.1733,5906305,0,2024-09-05,540,0
28,-37.41,-149.356,5906307,0,2021-10-08,260,0
55,-39.347,-144.152,5906307,0,2022-07-05,220,0
87,-39.5569,-146.201,5906307,0,2023-05-21,220,0
8,-43.919,-79.3,5906308,0,2021-01-09,300,0
9,-43.678,-79.443,5906308,0,2021-01-19,300,0
11,-43.508,-79.82,5906308,0,2021-02-08,340,0
12,-43.459,-80.062,5906308,0,2021-02-18,220,0
14,-43.314,-80.37,5906308,0,2021-03-10,300,0
