WMO,CYCLE_NUMBER,critical_pres,total_area_aou,total_area_bbp,integrated_poc
2903465,42,260,2818.562860009542,0.00309758625696635,90.84525375804452
2903465,1,300,2683.8146911138474,0.00309758625696635,79.7433630590555
5904676,139,220,54.61165235702456,0.00309758625696635,5129.966240127407
5904676,22,420,188.4273923158983,0.00309758625696635,61.99735669020288
5904676,5,380,4753.357783151241,0.00309758625696635,512.0056115097973
5904676,141,300,49.880447776354636,0.00309758625696635,644.6373333184177
5904676,58,300,2942.48562371934,0.00309758625696635,165.2459206527925
5904676,24,340,2511.5009557243598,0.00309758625696635,196.1726151635777
5904676,23,220,926.8469321096752,0.00309758625696635,71.52555457289216
5904676,35,260,1058.349933515871,0.00309758625696635,294.9025558857616
6901512,134,220,2824.325928461478,0.00309758625696635,390.2599828478379
6901512,128,220,1514.652365422054,0.00309758625696635,416.6520437818128
6901512,138,540,811.7726909581316,0.00309758625696635,82.91977942466055
6901512,104,220,1090.6977013897624,0.00309758625696635,207.5051542422821
6901512,129,260,1349.5971241456973,0.00309758625696635,171.13595726336465
6901512,137,300,1959.8089572812994,0.00309758625696635,362.62056935013595
5904678,132,380,4173.499093456463,0.00309758625696635,372.1597591016794
5904678,29,500,447.9021233188578,0.00309758625696635,566.1285910860228
5904678,127,860,929.781222142877,0.00309758625696635,3.9493062417503757
5904678,36,260,825.657677360771,0.00309758625696635,12.399357133601356
5904678,122,940,0,0.00309758625696635,8.638018394846068
5906552,9,500,214.17885569836506,0.00309758625696635,6.051075100114289
5906552,16,460,719.982178991705,0.00309758625696635,130.85154210276804
5906552,61,860,402.34024678827626,0.00309758625696635,17.944014933307663
5906552,14,900,394.04781074897505,0.00309758625696635,17.437056047196023
6901767,179,260,1224.5291043272068,0.00309758625696635,949.3440563840113
2903473,2,420,1162.82156215604,0.00309758625696635,40.36277829657934
5906317,101,300,774.0390549557469,0.00309758625696635,69.1884844172656
5906317,25,340,2385.4387615584915,0.00309758625696635,110.16526263062012
5906317,63,300,1759.081925316349,0.00309758625696635,264.3944755395214
5906317,35,540,0,0.00309758625696635,308.9358401866898
5906317,62,300,3349.4958902971116,0.00309758625696635,90.19296610706233
5906317,28,500,1980.0087171189996,0.00309758625696635,32.80469450742718
5906317,97,300,2607.5677659752096,0.00309758625696635,117.18071969111949
5906317,108,260,707.484813767009,0.00309758625696635,139.5178858118331
5906317,77,300,856.6495024025417,0.00309758625696635,91.87257092540173
5906317,33,220,2128.891469764611,0.00309758625696635,2194.578948837594
5906317,41,420,1763.5132960940994,0.00309758625696635,5.999475462554382
5906317,81,420,2765.984273673308,0.00309758625696635,20.77004114746096
5906317,76,340,3430.7504397242596,0.00309758625696635,330.87592762675587
5906317,21,260,3660.9477327206687,0.00309758625696635,54.99690837114755
5906317,127,260,80.87676375793298,0.00309758625696635,19.98452317815243
5906317,24,420,6952.941729677517,0.00309758625696635,236.56750202531254
5906317,29,340,3219.2520253967846,0.00309758625696635,395.6720652699567
5906317,26,420,6065.600690509033,0.00309758625696635,194.01173950172304
5906317,121,260,1422.1953447292278,0.00309758625696635,145.7046992542894
5905070,47,380,432.48398469085464,0.00309758625696635,23.4997786613203
5905070,52,380,536.1545533778955,0.00309758625696635,88.51074296572907
5905377,66,260,878.6902800752899,0.00309758625696635,132.50881883031013
5905377,144,500,3063.45192478426,0.00309758625696635,0
5905377,138,340,2303.319976555049,0.00309758625696635,399.54788471255864
5905377,141,220,2028.4770654507977,0.00309758625696635,402.65119302639937
5905377,147,460,1570.0193928556441,0.00309758625696635,400.55950496626815
5905377,140,460,2749.9414290596933,0.00309758625696635,179.4602328577731
5905377,134,300,3549.9223661553506,0.00309758625696635,89.22066390450547
5905377,136,260,0,0.00309758625696635,40.320862161772446
5905377,142,340,1944.7199429209627,0.00309758625696635,135.34042020210774
5903718,136,540,1546.1325938281525,0.00309758625696635,173.11142096628438
5903718,135,660,1224.5736493854638,0.00309758625696635,176.42091885151063
5903718,160,300,1676.3355343054195,0.00309758625696635,169.33581630590382
5903718,33,220,428.89803411521007,0.00309758625696635,38.74367988351805
5903718,106,420,609.8056542653746,0.00309758625696635,68.46315329412124
5903718,114,220,2143.1698109447266,0.00309758625696635,353.63482828382024
5903718,172,300,929.484706605312,0.00309758625696635,55.20460343384408
5903718,139,380,3854.088679232122,0.00309758625696635,1274.7486573128247
5903718,108,460,6856.126968468282,0.00309758625696635,107.55317490002678
5903718,141,220,1217.1861287674283,0.00309758625696635,108.63599799314626
5906972,53,740,602.6518997040224,0.00309758625696635,50.55798930708885
6902739,236,420,5210.2648972341685,0.00309758625696635,164.90844919270722
6902739,238,220,5485.414003725933,0.00309758625696635,280.56464119757567
4903757,9,380,1061.8439131747061,0.00309758625696635,10.865840358937767
5906303,49,500,1533.8924001267856,0.00309758625696635,90.95112236325716
5906562,33,260,1136.3957920623468,0.00309758625696635,111.90650631346237
5906562,17,300,1147.268225929596,0.00309758625696635,79.28350052764117
5906562,59,260,2188.003951345532,0.00309758625696635,119.21225411740299
5906562,19,860,1732.5051240379385,0.00309758625696635,89.36374919474176
5906562,16,460,2918.2029547310603,0.00309758625696635,314.1277295419175
5906562,23,220,4373.163127341397,0.00309758625696635,167.37753688253633
6902905,358,260,1168.748871700643,0.00309758625696635,263.8290987983969
6902905,201,300,352.585733419461,0.00309758625696635,60.52459998040475
6902905,219,540,1551.295715618818,0.00309758625696635,108.88642507447048
6902905,232,220,675.4757632034764,0.00309758625696635,161.41359879004781
6902905,199,740,0,0.00309758625696635,21.748386774754728
6902905,398,660,1135.2931587694163,0.00309758625696635,160471.01247015403
6902905,234,660,1066.4755853529182,0.00309758625696635,108.49855800793448
6902905,235,220,441.61747527244347,0.00309758625696635,107.1700587234991
6902905,410,660,705.4421979189433,0.00309758625696635,191355.59229735224
6902905,233,580,763.2492457169467,0.00309758625696635,60.738041231923866
6902905,267,820,201.14778906238325,0.00309758625696635,85.29797462936511
5906000,87,380,1028.3848991760203,0.00309758625696635,28.976664905577817
5906000,84,460,2293.654239485571,0.00309758625696635,486.3232799448257
5906000,65,420,1504.1314895376704,0.00309758625696635,470.1939528693159
5905368,79,220,1387.900468185217,0.00309758625696635,462.45794048839474
5905368,74,260,1592.4611794551813,0.00309758625696635,123.39155693324797
6901764,172,380,1082.8769832268035,0.00309758625696635,109.209377825793
6901764,173,380,755.2097487862275,0.00309758625696635,183.90557238663465
6901764,128,260,1205.43411337412,0.00309758625696635,332.3448121760895
6901764,171,220,515.6473240775111,0.00309758625696635,368.6834565606705
6903569,31,220,1167.0644187566327,0.00309758625696635,165.88582757537597
6903569,161,220,892.7752696235955,0.00309758625696635,104.48329521241712
5906440,76,300,1773.8466738556301,0.00309758625696635,120.2077823740362
5906440,116,420,1169.0800323536503,0.00309758625696635,98.69482583657833
5906212,10,260,1452.1262966793824,0.00309758625696635,353.9737692692674
5906212,3,260,3753.112831550936,0.00309758625696635,144.17777510539406
5906212,1,220,3923.7249039247836,0.00309758625696635,2074.1240881459717
5906212,2,340,1361.7588129174533,0.00309758625696635,53.13822045995295
5906212,15,340,60.868393457052306,0.00309758625696635,51.897321563649164
5906212,24,380,467.8688485660607,0.00309758625696635,15.36694210675007
5906526,8,380,393.91996885063435,0.00309758625696635,39.43604535342848
5906526,70,980,0,0.00309758625696635,8.407659117558618
5906526,69,980,0,0.00309758625696635,0.048945683092663964
5904396,39,500,237.06724164224792,0.00309758625696635,38173.97767174342
5904396,7,300,485.36031311485004,0.00309758625696635,54.154654049229265
5904396,12,540,387.89892711296324,0.00309758625696635,107.74565445021257
5904396,89,380,33.71182728914139,0.00309758625696635,32.41439076566791
5904396,10,260,427.01881984353173,0.00309758625696635,47.06912555050691
5904396,52,540,295.80941158755166,0.00309758625696635,19.12175096096219
5904396,4,420,0,0.00309758625696635,6.02226649739647
5904396,5,420,0,0.00309758625696635,24.802625026412084
5904396,22,380,405.4928087971204,0.00309758625696635,75.5486144327017
5906508,14,300,1547.3260886459125,0.00309758625696635,121.83363973903161
4903488,45,380,1270.3024274940105,0.00309758625696635,275.4029706848164
5905099,78,260,568.6759875955997,0.00309758625696635,60.21874871466899
5905099,98,380,380.7729806142191,0.00309758625696635,77.77374190388225
5905099,28,300,699.1545590413697,0.00309758625696635,56.02173475816554
5905099,86,220,397.64789016207084,0.00309758625696635,13.663584140073032
5905099,21,300,2286.0508090831518,0.00309758625696635,26.59081736050996
5905099,89,300,2468.542098794464,0.00309758625696635,80.83131607107487
5905099,93,300,1269.4442422935383,0.00309758625696635,151.936782165268
6902735,250,340,826.4047971480791,0.00309758625696635,64.4530646299019
6902735,270,460,5108.980343071287,0.00309758625696635,393.5791116573014
6902735,249,380,1797.8012811418723,0.00309758625696635,173.39784171127067
6902735,271,340,5649.874740066199,0.00309758625696635,465.6502423838071
6902735,312,380,1082.2279748728117,0.00309758625696635,176.91823083501484
6990505,61,300,6844.934613405361,0.00309758625696635,134.1328650104884
6990505,62,940,2170.169439811026,0.00309758625696635,526.1025624651387
6990505,37,300,2590.9065748053563,0.00309758625696635,79.12736109054934
5903593,245,500,452.17826621431277,0.00309758625696635,23.151587953861902
5903593,250,460,1619.3470792025325,0.00309758625696635,54.73983774681302
5903593,184,420,1052.2146530116277,0.00309758625696635,19.130121148443564
5906036,9,500,804.676426510497,0.00309758625696635,125.30204455024591
5905130,19,660,620.0278025845483,0.00309758625696635,76.52006365193171
5905501,32,820,179.1813102643497,0.00309758625696635,64.14910321907776
5905501,67,380,2235.7447076845633,0.00309758625696635,118.41103284346099
5905501,26,220,1032.7241488127415,0.00309758625696635,211.84024026610632
5905501,74,420,2086.673981828274,0.00309758625696635,93.14887838648893
5905501,63,380,2378.5044831944606,0.00309758625696635,196.1127774361146
6901528,68,220,1359.1592548344893,0.00309758625696635,171.52651983954394
7900585,13,260,688.6172299407822,0.00309758625696635,178.46417179195953
7900585,74,460,194.90660126545535,0.00309758625696635,78.75813487563417
7900585,157,500,260.00740715253943,0.00309758625696635,144.98791916558855
7900585,4,300,1077.0055350712714,0.00309758625696635,885.9274714651954
7900585,65,380,324.15044385559054,0.00309758625696635,56.11348123142141
7900585,140,220,548.1953299207487,0.00309758625696635,173.82291566021624
7900585,175,220,2966.32011889289,0.00309758625696635,1055.6101910160812
7900585,152,460,1872.7588997820549,0.00309758625696635,123.10817037910499
7900585,104,260,6136.020565859699,0.00309758625696635,232.1398001944877
7900585,133,340,2572.2799045400684,0.00309758625696635,8046.00833627117
7900585,197,420,892.8976832386373,0.00309758625696635,222.15765284807017
7900585,179,300,3108.0785912633237,0.00309758625696635,212.82301953419784
7900585,105,340,3899.482429284137,0.00309758625696635,116.15825865310399
7900585,112,260,1114.0702272043532,0.00309758625696635,146.13261520769612
7900585,128,300,2579.895783362619,0.00309758625696635,222.24662778709578
7900585,123,300,1818.3035036114434,0.00309758625696635,186.81072737161742
7900585,147,260,1640.5637705361826,0.00309758625696635,75.30629614009449
7900585,110,300,3472.9621901539335,0.00309758625696635,370.2605428143541
7900585,228,260,296.8431739672115,0.00309758625696635,98.94337724802799
7900585,111,260,6810.159232311841,0.00309758625696635,528.5107666502377
7900585,106,260,1522.8449423412076,0.00309758625696635,48.90172367457292
7900585,193,300,3796.776604276783,0.00309758625696635,1172.6149966475311
7900585,126,340,840.9166684295783,0.00309758625696635,458.8108983748921
7900585,219,340,1548.4164658948532,0.00309758625696635,174.76678441028488
7900585,220,380,3296.909552303026,0.00309758625696635,239.83631857868102
7900585,73,500,2700.8038301893225,0.00309758625696635,106.79742436947505
7900585,226,460,2259.8810234957045,0.00309758625696635,79.2393552863667
7900585,207,220,1838.2189814147916,0.00309758625696635,210.44417445093634
7900585,76,420,266.77471955666795,0.00309758625696635,88.26026694893967
7900585,210,540,576.6070624607196,0.00309758625696635,253.31137908146053
7900585,192,300,1340.8620011547514,0.00309758625696635,411.90863785495833
7900585,94,220,6450.985958987463,0.00309758625696635,354.78695406143794
7900585,109,300,1650.1927615759078,0.00309758625696635,127.06383381767556
7900585,181,260,2823.0033837212304,0.00309758625696635,314.02005030018574
7900585,205,260,2883.7252290917463,0.00309758625696635,504.847545222389
7900585,82,220,1248.5585982387495,0.00309758625696635,81.29799176292885
5906501,21,460,3146.761207778619,0.00309758625696635,352.6061734576497
5906501,15,340,3203.3392823529935,0.00309758625696635,711.0661547328136
6901523,97,620,1382.3288984662584,0.00309758625696635,167.64425076098743
6901523,73,220,1113.3864891417145,0.00309758625696635,376.36486586396325
6901523,131,460,1715.2660241037383,0.00309758625696635,176.61334203503844
6901523,116,580,1587.150128980135,0.00309758625696635,179.46433164168425
6901523,117,380,1643.9015052279763,0.00309758625696635,115.18444409506988
6901523,26,220,1320.3537817512843,0.00309758625696635,619.3618154494362
5906553,40,380,3484.7896796168784,0.00309758625696635,506.2141608589196
5906553,33,340,327.06565299283386,0.00309758625696635,20.816839357208963
5906553,51,620,0,0.00309758625696635,55.04591080675684
5906553,35,420,6916.389428903112,0.00309758625696635,931.3675976943794
5906553,59,300,3751.272641132948,0.00309758625696635,230.7560266218215
7900589,108,340,995.2632360012349,0.00309758625696635,485.4230849112308
5905638,174,980,0,0.00309758625696635,46.101149146646506
5905134,121,740,0,0.00309758625696635,62.33116076130806
5905134,132,860,3539.1185922381096,0.00309758625696635,97.7814232414707
5906208,45,540,390.94858044203863,0.00309758625696635,71.91104149337009
5906208,40,860,645.567886277682,0.00309758625696635,36.8698170983048
1902602,61,500,86.37267500144594,0.00309758625696635,65.12592767294196
5904982,19,420,562.5761372904365,0.00309758625696635,126.33724790518596
5904982,24,300,0,0.00309758625696635,25.114910849735647
4903485,51,660,2579.095896912976,0.00309758625696635,67.26070535054646
6904118,89,620,3029.290716363031,0.00309758625696635,81.70133936420906
6904118,10,420,1281.5956284353697,0.00309758625696635,171.67796481807818
6904118,87,340,1887.7756848778997,0.00309758625696635,78.28856177867519
6904118,77,220,3121.2596785311484,0.00309758625696635,166.71867788036172
6904118,98,620,1810.5784477417012,0.00309758625696635,84.41052492479506
6904118,99,420,823.2753687780167,0.00309758625696635,99.08642551397793
6904118,128,980,377.7176715714244,0.00309758625696635,20.975066741099003
6904118,59,500,800.6586600901092,0.00309758625696635,58.22452324738109
6904118,62,260,2624.707496944902,0.00309758625696635,180.34268232702823
6904118,51,980,1182.9546393527844,0.00309758625696635,18.70610709634278
6904118,124,660,798.3006995253967,0.00309758625696635,83.83687602847502
5906507,197,300,925.6181058650398,0.00309758625696635,99.79267056456395
5906507,153,380,0,0.00309758625696635,8.277816917940529
5906312,24,540,423.5324367879791,0.00309758625696635,11.27998562484273
5906312,39,380,3822.17638358816,0.00309758625696635,484.99250096787546
5906312,32,700,553.392438819699,0.00309758625696635,82.39852284265753
5906312,26,540,597.7139528433136,0.00309758625696635,5.717468989014858
5906312,44,420,1407.7830814706408,0.00309758625696635,198.72860791190095
5906312,35,260,2775.69742432608,0.00309758625696635,103.54530964113349
5906312,48,660,1250.0006506511743,0.00309758625696635,30.162161459447095
6903273,202,220,772.2304100624206,0.00309758625696635,188.6109915717114
6903273,88,220,1607.1944017577596,0.00309758625696635,368.92244613130293
6903273,85,220,897.1030462949798,0.00309758625696635,325.6975245957256
6903273,90,260,592.7339897535143,0.00309758625696635,231.3353838740845
6903273,121,220,1863.6278841643395,0.00309758625696635,459.8152619280692
6903273,84,220,1139.9588864333862,0.00309758625696635,262.753955825292
6903273,86,300,1218.285540095635,0.00309758625696635,263.6245255137997
6903273,89,220,1217.7563068136947,0.00309758625696635,460.4452153309866
6903273,92,260,1453.2997239923748,0.00309758625696635,383.5602012176365
6903273,219,380,261.88159923449234,0.00309758625696635,351.04621973150284
5904105,23,300,1117.7999612385493,0.00309758625696635,57.89097585913247
5904105,31,340,1536.8452266350234,0.00309758625696635,121.8537698401943
5904105,20,340,868.5569648148918,0.00309758625696635,64.46744861538308
5904105,99,220,1021.0155914186495,0.00309758625696635,42.56323086821012
5905373,131,260,630.5782278800907,0.00309758625696635,108.67854628634181
5905373,135,380,1412.503266342342,0.00309758625696635,40.40057131699074
5905373,130,300,1317.6834568483744,0.00309758625696635,96.60720451282151
5905373,64,260,861.088229477951,0.00309758625696635,73.86310993237325
5905373,139,300,1069.3628052632034,0.00309758625696635,71.93254281703057
5905376,29,460,3192.427362353858,0.00309758625696635,311.57776628705244
5905376,74,500,859.8300655106082,0.00309758625696635,38.67498262209682
5905376,18,420,373.3970511864994,0.00309758625696635,60.844463506853266
1902457,14,220,1023.2602212688736,0.00309758625696635,194.45322261677435
6901004,110,620,4088.1660571370435,0.00309758625696635,163.65173007033013
6901004,331,300,3565.142659052331,0.00309758625696635,1115.8587549376316
6901004,168,220,1644.5543324979858,0.00309758625696635,161.92850581287476
6901004,128,540,751.7745358406979,0.00309758625696635,469.9832863414555
6901004,245,420,319.459723970707,0.00309758625696635,104.52985600011924
6901004,200,260,1570.5902241538813,0.00309758625696635,122.49567232823881
6901004,224,380,1503.624503967472,0.00309758625696635,158.00256522645128
6901004,133,540,1219.72747383146,0.00309758625696635,213.77663005530178
6901004,184,500,1282.9590816999807,0.00309758625696635,147.1514593710611
6901004,333,420,2772.3506316992302,0.00309758625696635,335.8818679739459
6901004,190,420,2178.6761648829424,0.00309758625696635,256.55651848330336
6901004,260,260,395.5577086607525,0.00309758625696635,203.67772024781286
6901004,111,620,2214.0030885722863,0.00309758625696635,104.1052109817921
6901521,27,260,0,0.00309758625696635,171.06530320805518
5906500,20,340,1734.6064833462133,0.00309758625696635,123.2132503397017
5904660,27,420,715.8061277102224,0.00309758625696635,134.46828620067765
5904660,28,420,1270.2870175176272,0.00309758625696635,195.8492050062827
5904660,60,540,847.6870173262608,0.00309758625696635,83.91462088030741
5904660,74,740,571.0710975706836,0.00309758625696635,55.07937850899956
5906314,53,260,1116.285032535236,0.00309758625696635,62.42241161193552
5906314,65,380,2832.3032991366367,0.00309758625696635,36.51187631754273
5906314,32,300,2082.8519542984964,0.00309758625696635,26.680484311447184
5906314,62,340,1202.3911395460646,0.00309758625696635,31.89939497010766
5906314,31,260,343.76841520590597,0.00309758625696635,51.0371837142745
5906314,5,260,738.7933891513345,0.00309758625696635,812.9987041254375
5906314,25,260,2479.908597955418,0.00309758625696635,23.510711210402434
5906524,10,500,1380.1537882308046,0.00309758625696635,62.19039412016579
6901486,235,380,589.2466593176575,0.00309758625696635,264.29411754124595
6901486,7,300,264.26020805831007,0.00309758625696635,3.4704206076298894
6901486,247,580,105.2471140942832,0.00309758625696635,67.69574280289774
6901486,307,380,273.4878179265075,0.00309758625696635,122.79188570280462
6901486,115,420,843.2148073011267,0.00309758625696635,261.8741414448373
6901486,327,300,772.0589275576376,0.00309758625696635,588.9109819845672
6901486,255,580,206.26726704653723,0.00309758625696635,89.38711088255816
6901486,128,220,452.05298729727707,0.00309758625696635,218.81742164633943
6901768,206,380,1015.1748589117964,0.00309758625696635,357.366592207784
6901583,198,340,1419.0040190494337,0.00309758625696635,60.973979596412946
6901583,190,220,1213.6139465053163,0.00309758625696635,91.94308517974368
6901583,123,340,3419.647364433659,0.00309758625696635,108.4895803150749
6901583,103,220,1973.6802871554632,0.00309758625696635,442.8902403351323
6901583,160,580,592.8977546362753,0.00309758625696635,121.73681131670222
6901583,159,540,857.8325434792058,0.00309758625696635,65.15687889208296
6902733,60,460,1171.4835492246332,0.00309758625696635,96.01999316577059
6901582,142,220,4340.480039067149,0.00309758625696635,711.7069721328552
6901582,184,340,822.6650719816922,0.00309758625696635,125.8021379009305
5904677,8,380,0,0.00309758625696635,25.653310585351967
5904677,27,300,2060.12427020485,0.00309758625696635,360.7595193089395
5904677,23,260,1993.6280680841505,0.00309758625696635,9.254501493353743
5904677,25,380,673.8720047372444,0.00309758625696635,22.157008124290673
5904471,103,340,453.9010136345555,0.00309758625696635,38.926053894809215
5904763,24,540,2130.0974757364984,0.00309758625696635,176.57256986561603
5904763,11,420,0,0.00309758625696635,0.023028291027723215
5904856,43,820,308.9488748743332,0.00309758625696635,65.97345580835866
5904856,32,300,539.9768250126772,0.00309758625696635,135.58775343830212
5904856,46,900,691.5270208022688,0.00309758625696635,31.58890333300741
5905374,22,740,107.2820009062938,0.00309758625696635,16.327536377484726
5906511,61,380,1265.5979050172984,0.00309758625696635,0.7062957016041205
5906511,35,460,0,0.00309758625696635,908.1032582472147
5906511,19,340,1463.9453897221986,0.00309758625696635,35.466960718169666
5906511,18,420,1778.6557627524408,0.00309758625696635,214.8640609989279
5906511,73,420,3163.0421063909457,0.00309758625696635,0.4578870616246964
5906443,10,300,1655.615666050757,0.00309758625696635,199.28200736223272
5906443,12,460,969.2840064461413,0.00309758625696635,37.82428875543464
5904765,17,260,1244.444613046006,0.00309758625696635,58.36302464183081
5904765,91,220,67.48046556065974,0.00309758625696635,1037.448154562695
2903867,6,220,964.9777139562257,0.00309758625696635,57.9104259552647
5906030,145,500,694.4827390055483,0.00309758625696635,148.3989210353014
5906030,144,420,656.8005579546664,0.00309758625696635,141.14574402685426
5906030,143,340,111.92113878609268,0.00309758625696635,47.289194862675096
5906030,148,380,1195.6366582159435,0.00309758625696635,71.0555273509223
5906030,131,340,103.7656464215733,0.00309758625696635,102.91964849728342
6901519,116,780,2128.915721837639,0.00309758625696635,58.590833333507675
